年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,TV放送
2002,Ｊ２,第５節第１日,03/24(日),14:00,川崎Ｆ,1-0,水戸,等々力,"3,393",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第５節第１日,03/24(日),14:04,大宮,2-0,福岡,大宮,"6,238",Ｊスカイスポーツ
2002,Ｊ２,第５節第１日,03/24(日),15:00,湘南,0-1,山形,平塚,"4,028",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第５節第１日,03/24(日),15:05,甲府,1-3,Ｃ大阪,小瀬,"5,759",山梨放送／スカイパーフェクＴＶ！
2002,Ｊ２,第４節第２日,03/27(水),19:00,水戸,1-0,大宮,ひたちな,"1,169",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第６節第１日,03/30(土),14:00,山形,1-1,新潟,山形県,"3,721",山形テレビ／スカイパーフェクＴＶ！
2002,Ｊ２,第６節第１日,03/30(土),14:00,水戸,3-0,鳥栖,ひたちな,"1,345",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第６節第１日,03/30(土),14:00,甲府,1-0,大宮,小瀬,"3,247",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第６節第１日,03/30(土),14:00,福岡,1-1,湘南,博多球,"4,515",Ｊスカイスポーツ（録）
2002,Ｊ２,第６節第１日,03/30(土),14:04,Ｃ大阪,0-3,大分,長居２,"5,910",Ｊスカイスポーツ
2002,Ｊ２,第６節第１日,03/30(土),15:00,横浜FC,2-3,川崎Ｆ,横浜国,"10,581",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第７節第１日,04/06(土),14:00,山形,2-0,水戸,山形県,"2,989",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第７節第１日,04/06(土),14:00,大分,2-3,大宮,大分ス,"11,043",ＮＨＫ大分／Ｊスカイスポーツ（録）
2002,Ｊ２,第７節第１日,04/06(土),14:04,Ｃ大阪,1-1,横浜FC,長居２,"4,702",テレビ大阪（録）／スカイパーフェクＴＶ！
2002,Ｊ２,第７節第１日,04/06(土),15:00,湘南,0-0,甲府,平塚,"3,513",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第７節第１日,04/06(土),15:01,鳥栖,0-2,川崎Ｆ,鳥栖,"1,923",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第７節第１日,04/06(土),15:03,新潟,0-1,福岡,新潟ス,"22,021",新潟テレビ２１／Ｊスカイスポーツ（録）
2002,Ｊ２,第８節第１日,04/10(水),18:59,横浜FC,2-2,湘南,三ツ沢陸,"2,017",Ｊスカイスポーツ（録）
2002,Ｊ２,第８節第１日,04/10(水),19:00,川崎Ｆ,1-1,大分,等々力,"3,081",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第８節第１日,04/10(水),19:01,大宮,4-1,新潟,大宮,"2,785",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第８節第１日,04/10(水),19:01,甲府,1-1,鳥栖,小瀬,"3,047",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第８節第１日,04/10(水),19:03,水戸,1-2,Ｃ大阪,ひたちな,"5,576",スカイパーフェクＴＶ！
2002,Ｊ２,第８節第１日,04/10(水),19:04,福岡,2-2,山形,博多球,"3,630",Ｊスカイスポーツ
2002,Ｊ２,第９節第１日,04/13(土),14:00,Ｃ大阪,1-2,福岡,長居２,"5,305",Ｊスカイスポーツ（録）
2002,Ｊ２,第９節第１日,04/13(土),14:01,水戸,1-1,横浜FC,ひたちな,"2,262",Ｊスカイスポーツ（録）
2002,Ｊ２,第９節第１日,04/13(土),14:01,大分,1-0,甲府,大分陸,"5,211",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第９節第１日,04/13(土),14:04,山形,1-1,大宮,山形県,"3,445",スカイパーフェクＴＶ！
2002,Ｊ２,第９節第１日,04/13(土),19:00,鳥栖,0-1,湘南,鳥栖,"3,316",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第９節第２日,04/14(日),14:04,新潟,2-1,川崎Ｆ,新潟陸,"12,309",スカイパーフェクＴＶ！
2002,Ｊ２,第１０節第１日,04/20(土),14:00,福岡,4-0,水戸,博多球,"5,067",Ｊスカイスポーツ（録）
2002,Ｊ２,第１０節第１日,04/20(土),14:01,大宮,0-0,Ｃ大阪,大宮,"8,134",Ｊスカイスポーツ（録）
2002,Ｊ２,第１０節第１日,04/20(土),14:04,川崎Ｆ,3-0,山形,等々力,"5,098",スカイパーフェクＴＶ！
2002,Ｊ２,第１０節第１日,04/20(土),14:05,甲府,1-3,新潟,小瀬,"3,667",山梨放送／スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１０節第１日,04/20(土),15:00,横浜FC,1-2,鳥栖,三ツ沢陸,"1,946",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１０節第１日,04/20(土),19:00,湘南,0-1,大分,平塚,"4,891",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１１節第１日,04/24(水),19:00,山形,1-1,横浜FC,山形県,"2,449",Ｊスカイスポーツ（録）
2002,Ｊ２,第１１節第１日,04/24(水),19:00,湘南,0-0,大宮,平塚,"2,698",Ｊスカイスポーツ（録）
2002,Ｊ２,第１１節第１日,04/24(水),19:00,甲府,1-4,川崎Ｆ,小瀬,"2,954",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１１節第１日,04/24(水),19:00,鳥栖,1-1,福岡,鳥栖,"4,010",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１１節第１日,04/24(水),19:00,大分,1-0,水戸,大分陸,"4,211",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１１節第１日,04/24(水),19:04,新潟,5-2,Ｃ大阪,新潟陸,"11,699",スカイパーフェクＴＶ！
2002,Ｊ２,第１２節第１日,04/27(土),14:00,大宮,0-0,川崎Ｆ,大宮,"5,032",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１２節第１日,04/27(土),14:00,新潟,2-0,横浜FC,新潟ス,"32,102",Ｊスカイスポーツ（録）
2002,Ｊ２,第１２節第１日,04/27(土),14:03,山形,0-1,大分,山形県,"3,540",ＮＨＫ山形／スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１２節第１日,04/27(土),14:04,Ｃ大阪,2-1,鳥栖,皇子山,"3,067",Ｊスカイスポーツ
2002,Ｊ２,第１２節第１日,04/27(土),14:04,福岡,1-1,甲府,博多球,"5,370",スカイパーフェクＴＶ！
2002,Ｊ２,第１２節第２日,04/28(日),14:00,水戸,2-1,湘南,ひたちな,"2,963",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１３節第１日,05/03(金・祝),13:04,横浜FC,1-0,福岡,三ツ沢,"3,156",Ｊスカイスポーツ
2002,Ｊ２,第１３節第１日,05/03(金・祝),13:04,鳥栖,0-1,大分,鳥栖,"5,032",ＮＨＫ佐賀／ＮＨＫ大分／Ｊスカイスポーツ（録）
2002,Ｊ２,第１３節第１日,05/03(金・祝),14:00,大宮,2-0,水戸,大宮,"4,901",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１３節第１日,05/03(金・祝),14:00,甲府,1-0,山形,小瀬,"5,071",ＮＨＫ甲府／ＮＨＫ山形／スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１３節第１日,05/03(金・祝),14:04,川崎Ｆ,2-3,Ｃ大阪,等々力,"7,085",スカイパーフェクＴＶ！
2002,Ｊ２,第１３節第１日,05/03(金・祝),15:00,湘南,1-4,新潟,平塚,"4,845",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１４節第１日,05/06(月・休),13:59,山形,2-0,湘南,山形県,"5,083",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１４節第１日,05/06(月・休),14:01,水戸,0-1,川崎Ｆ,笠松,"3,042",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１４節第１日,05/06(月・休),14:01,新潟,6-2,鳥栖,新潟陸,"12,088",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１４節第１日,05/06(月・休),14:01,大分,2-0,横浜FC,大分陸,"8,344",Ｊスカイスポーツ（録）
2002,Ｊ２,第１４節第１日,05/06(月・休),14:04,Ｃ大阪,2-2,甲府,皇子山,"4,157",スカイパーフェクＴＶ！
2002,Ｊ２,第１４節第１日,05/06(月・休),14:04,福岡,1-0,大宮,博多球,"5,149",Ｊスカイスポーツ
2002,Ｊ２,第１５節第１日,05/11(土),14:00,大宮,3-1,甲府,大宮,"3,647",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１５節第２日,05/12(日),13:00,鳥栖,0-1,水戸,鳥栖,"2,470",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１５節第２日,05/12(日),14:00,川崎Ｆ,1-2,横浜FC,等々力,"5,015",Ｊスカイスポーツ（録）
2002,Ｊ２,第１５節第２日,05/12(日),14:00,大分,1-1,Ｃ大阪,長崎,"5,741",Ｊスカイスポーツ（録）
2002,Ｊ２,第１５節第２日,05/12(日),14:03,新潟,1-0,山形,新潟陸,"13,213",スカイパーフェクＴＶ！
2002,Ｊ２,第１５節第２日,05/12(日),15:00,湘南,1-0,福岡,平塚,"4,061",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１６節第１日,07/05(金),19:00,川崎Ｆ,2-1,鳥栖,等々力,"4,064",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１６節第２日,07/06(土),15:30,水戸,2-1,山形,水戸,"2,913",Ｊスカイスポーツ（録）
2002,Ｊ２,第１６節第２日,07/06(土),18:30,甲府,0-2,湘南,小瀬,"5,745",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１６節第２日,07/06(土),18:31,大宮,0-1,大分,大宮,"5,369",Ｊスカイスポーツ（録）
2002,Ｊ２,第１６節第２日,07/06(土),19:04,横浜FC,0-1,Ｃ大阪,三ツ沢,"11,118",スカイパーフェクＴＶ！
2002,Ｊ２,第１６節第２日,07/06(土),19:04,福岡,0-1,新潟,博多球,"10,044",スカイパーフェクＴＶ！
2002,Ｊ２,第１７節第１日,07/10(水),19:00,湘南,3-0,横浜FC,平塚,"2,120",Ｊスカイスポーツ（録）
2002,Ｊ２,第１７節第１日,07/10(水),19:01,新潟,2-2,大宮,新潟ス,"17,764",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１７節第１日,07/10(水),19:01,鳥栖,0-0,甲府,鳥栖,"1,950",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１７節第１日,07/10(水),19:04,山形,1-1,福岡,山形県,"1,908",スカイパーフェクＴＶ！
2002,Ｊ２,第１７節第１日,07/10(水),19:04,Ｃ大阪,4-1,水戸,長居,"6,469",スカイパーフェクＴＶ！
2002,Ｊ２,第１７節第１日,07/10(水),19:04,大分,5-0,川崎Ｆ,熊本,"3,094",Ｊスカイスポーツ
2002,Ｊ２,第１８節第１日,07/13(土),18:00,川崎Ｆ,2-1,甲府,等々力,"5,076",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１８節第１日,07/13(土),18:01,水戸,2-2,大分,ひたちな,"1,756",Ｊスカイスポーツ（録）
2002,Ｊ２,第１８節第１日,07/13(土),19:00,福岡,2-0,鳥栖,博多球,"9,445",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１８節第１日,07/13(土),19:04,Ｃ大阪,1-3,新潟,長居,"10,301",Ｊスカイスポーツ
2002,Ｊ２,第１８節第２日,07/14(日),18:00,横浜FC,2-1,山形,三ツ沢,"2,756",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１８節第２日,07/14(日),18:34,大宮,0-0,湘南,大宮,"4,071",スカイパーフェクＴＶ！
2002,Ｊ２,第１９節第１日,07/20(土・祝),18:00,山形,1-3,Ｃ大阪,山形県,"8,996",Ｊスカイスポーツ（録）
2002,Ｊ２,第１９節第１日,07/20(土・祝),18:00,新潟,1-0,水戸,新潟ス,"35,809",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１９節第１日,07/20(土・祝),18:30,甲府,1-0,横浜FC,小瀬,"4,288",Ｊスカイスポーツ（録）
2002,Ｊ２,第１９節第１日,07/20(土・祝),19:00,湘南,2-0,川崎Ｆ,平塚,"5,045",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第１９節第１日,07/20(土・祝),19:04,鳥栖,2-1,大宮,鳥栖,"2,516",スカイパーフェクＴＶ！
2002,Ｊ２,第１９節第１日,07/20(土・祝),19:04,大分,0-0,福岡,大分ス,"22,314",スカイパーフェクＴＶ！
2002,Ｊ２,第２０節第１日,07/24(水),19:00,大宮,1-0,山形,大宮,"2,551",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２０節第１日,07/24(水),19:00,川崎Ｆ,2-0,新潟,等々力,"3,363",Ｊスカイスポーツ（録）
2002,Ｊ２,第２０節第１日,07/24(水),19:00,横浜FC,1-1,水戸,三ツ沢陸,"1,618",Ｊスカイスポーツ（録）
2002,Ｊ２,第２０節第１日,07/24(水),19:01,湘南,2-2,鳥栖,平塚,"3,311",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２０節第１日,07/24(水),19:04,甲府,1-2,大分,小瀬,"3,294",スカイパーフェクＴＶ！
2002,Ｊ２,第２０節第１日,07/24(水),19:04,福岡,3-5,Ｃ大阪,博多球,"14,475",スカイパーフェクＴＶ！／ＴＶＱ九州放送（録）
2002,Ｊ２,第２１節第１日,07/27(土),18:00,山形,1-1,川崎Ｆ,山形県,"3,472",Ｊスカイスポーツ（録）
2002,Ｊ２,第２１節第１日,07/27(土),18:00,水戸,5-3,福岡,ひたちな,"1,792",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２１節第１日,07/27(土),18:00,新潟,1-0,甲府,新潟ス,"33,906",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２１節第１日,07/27(土),19:00,鳥栖,4-1,横浜FC,鳥栖,"3,076",サガテレビ（録）／スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２１節第１日,07/27(土),19:04,Ｃ大阪,1-1,大宮,長居,"13,008",Ｊスカイスポーツ
2002,Ｊ２,第２１節第１日,07/27(土),19:04,大分,0-0,湘南,大分ス,"13,391",スカイパーフェクＴＶ！
2002,Ｊ２,第２２節第１日,08/01(木),19:04,川崎Ｆ,2-1,福岡,等々力,"7,086",スカイパーフェクＴＶ！
2002,Ｊ２,第２２節第２日,08/03(土),18:02,山形,0-0,鳥栖,山形県,"3,391",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２２節第２日,08/03(土),18:30,甲府,2-1,水戸,小瀬,"6,519",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２２節第２日,08/03(土),19:00,横浜FC,1-4,大宮,三ツ沢陸,"2,625",Ｊスカイスポーツ（録）
2002,Ｊ２,第２２節第２日,08/03(土),19:00,大分,1-1,新潟,大分ス,"18,743",Ｊスカイスポーツ（録）
2002,Ｊ２,第２２節第２日,08/03(土),19:04,湘南,1-2,Ｃ大阪,平塚,"9,739",スカイパーフェクＴＶ！
2002,Ｊ２,第２３節第１日,08/07(水),19:00,川崎Ｆ,1-0,横浜FC,等々力,"3,855",Ｊスカイスポーツ（録）
2002,Ｊ２,第２３節第１日,08/07(水),19:00,Ｃ大阪,3-0,大分,鈴鹿,"8,051",Ｊスカイスポーツ（録）
2002,Ｊ２,第２３節第１日,08/07(水),19:00,福岡,3-0,湘南,博多球,"5,210",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２３節第１日,08/07(水),19:01,水戸,2-2,鳥栖,ひたちな,"1,136",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２３節第１日,08/07(水),19:03,新潟,2-0,山形,新潟ス,"21,828",スカイパーフェクＴＶ！
2002,Ｊ２,第２３節第１日,08/07(水),19:04,大宮,3-0,甲府,大宮,"3,011",スカイパーフェクＴＶ！
2002,Ｊ２,第２４節第１日,08/10(土),18:00,山形,2-0,横浜FC,山形県,"3,173",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２４節第１日,08/10(土),18:04,新潟,0-0,Ｃ大阪,新潟ス,"42,211",スカイパーフェクＴＶ！
2002,Ｊ２,第２４節第１日,08/10(土),18:30,甲府,2-2,川崎Ｆ,小瀬,"3,952",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２４節第１日,08/10(土),19:00,湘南,1-1,大宮,平塚,"4,208",Ｊスカイスポーツ（録）
2002,Ｊ２,第２４節第１日,08/10(土),19:02,大分,3-2,水戸,大分陸,"5,428",Ｊスカイスポーツ（録）
2002,Ｊ２,第２４節第１日,08/10(土),19:05,鳥栖,1-0,福岡,鳥栖,"5,227",スカイパーフェクＴＶ！
2002,Ｊ２,第２５節第１日,08/16(金),19:01,大宮,0-1,新潟,埼玉,"19,782",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２５節第２日,08/17(土),18:00,水戸,1-3,Ｃ大阪,笠松,"4,011",Ｊスカイスポーツ（録）
2002,Ｊ２,第２５節第２日,08/17(土),18:04,川崎Ｆ,1-1,大分,等々力,"3,703",スカイパーフェクＴＶ！
2002,Ｊ２,第２５節第２日,08/17(土),18:30,甲府,0-0,鳥栖,小瀬,"5,590",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２５節第２日,08/17(土),19:00,横浜FC,1-3,湘南,夢の島,"2,070",Ｊスカイスポーツ（録）
2002,Ｊ２,第２５節第２日,08/17(土),19:04,福岡,0-0,山形,博多球,"5,611",スカイパーフェクＴＶ！
2002,Ｊ２,第２６節第１日,08/21(水),19:00,山形,0-0,大宮,山形県,"2,966",Ｊスカイスポーツ（録）
2002,Ｊ２,第２６節第１日,08/21(水),19:00,新潟,2-1,川崎Ｆ,新潟陸,"10,028",Ｊスカイスポーツ（録）
2002,Ｊ２,第２６節第１日,08/21(水),19:00,鳥栖,1-2,湘南,鳥栖,"2,855",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２６節第１日,08/21(水),19:04,水戸,3-1,横浜FC,笠松,"1,985",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２６節第１日,08/21(水),19:04,Ｃ大阪,1-0,福岡,長居２,"6,974",スカイパーフェクＴＶ！
2002,Ｊ２,第２６節第１日,08/21(水),19:04,大分,0-1,甲府,大分陸,"6,327",スカイパーフェクＴＶ！
2002,Ｊ２,第２７節第１日,08/25(日),18:00,川崎Ｆ,3-2,大宮,等々力,"3,848",Ｊスカイスポーツ（録）
2002,Ｊ２,第２７節第１日,08/25(日),18:00,横浜FC,1-2,新潟,三ツ沢陸,"4,177",Ｊスカイスポーツ（録）
2002,Ｊ２,第２７節第１日,08/25(日),18:30,甲府,3-0,福岡,小瀬,"4,627",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２７節第１日,08/25(日),19:00,湘南,1-0,水戸,平塚,"5,066",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２７節第１日,08/25(日),19:04,鳥栖,1-1,Ｃ大阪,鳥栖,"8,464",スカイパーフェクＴＶ！
2002,Ｊ２,第２７節第１日,08/25(日),19:04,大分,0-1,山形,大分ス,"14,278",スカイパーフェクＴＶ！
2002,Ｊ２,第２８節第１日,08/31(土),18:00,川崎Ｆ,4-0,湘南,等々力,"5,493",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２８節第１日,08/31(土),18:04,水戸,2-1,新潟,笠松,"4,954",スカイパーフェクＴＶ！
2002,Ｊ２,第２８節第１日,08/31(土),18:30,大宮,3-2,鳥栖,大宮,"3,713",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２８節第１日,08/31(土),19:00,Ｃ大阪,1-0,山形,長居２,"7,226",Ｊスカイスポーツ（録）
2002,Ｊ２,第２８節第１日,08/31(土),19:02,横浜FC,1-1,甲府,夢の島,"2,085",Ｊスカイスポーツ（録）
2002,Ｊ２,第２８節第２日,09/03(火),19:00,福岡,1-2,大分,博多球,"5,716",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２９節第１日,09/07(土),18:00,山形,0-1,水戸,山形県,"2,869",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２９節第１日,09/07(土),18:00,新潟,2-2,福岡,新潟ス,"31,695",Ｊスカイスポーツ（録）
2002,Ｊ２,第２９節第１日,09/07(土),19:00,湘南,0-1,甲府,平塚,"3,629",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第２９節第１日,09/07(土),19:01,鳥栖,0-2,川崎Ｆ,鳥栖,"2,930",Ｊスカイスポーツ（録）
2002,Ｊ２,第２９節第１日,09/07(土),19:04,大分,0-0,大宮,大分ス,"13,871",スカイパーフェクＴＶ！
2002,Ｊ２,第２９節第１日,09/07(土),19:05,Ｃ大阪,2-1,横浜FC,長居,"7,027",スカイパーフェクＴＶ！
2002,Ｊ２,第３０節第１日,09/11(水),19:00,川崎Ｆ,0-0,山形,等々力,"3,044",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第３０節第１日,09/11(水),19:00,横浜FC,1-0,鳥栖,三ツ沢陸,"1,798",Ｊスカイスポーツ（録）
2002,Ｊ２,第３０節第１日,09/11(水),19:00,福岡,2-1,水戸,博多球,"3,284",テレビ西日本（録）／スカイパーフェクＴＶ！（録）
2002,Ｊ２,第３０節第１日,09/11(水),19:01,甲府,2-1,新潟,小瀬,"3,740",Ｊスカイスポーツ（録）
2002,Ｊ２,第３０節第１日,09/11(水),19:04,大宮,1-3,Ｃ大阪,大宮,"6,003",スカイパーフェクＴＶ！
2002,Ｊ２,第３０節第１日,09/11(水),19:04,湘南,1-0,大分,平塚,"3,086",スカイパーフェクＴＶ！
2002,Ｊ２,第３１節第１日,09/14(土),15:00,水戸,1-1,大宮,水戸,"3,717",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第３１節第１日,09/14(土),18:00,新潟,2-1,湘南,新潟ス,"34,627",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第３１節第１日,09/14(土),19:00,福岡,1-2,横浜FC,博多球,"8,943",Ｊスカイスポーツ（録）
2002,Ｊ２,第３１節第１日,09/14(土),19:04,Ｃ大阪,3-3,川崎Ｆ,長居,"9,030",スカイパーフェクＴＶ！
2002,Ｊ２,第３１節第２日,09/15(日・祝),18:03,山形,0-1,甲府,山形県,"3,992",スカイパーフェクＴＶ！
2002,Ｊ２,第３１節第２日,09/15(日・祝),19:04,大分,2-0,鳥栖,大分ス,"15,873",Ｊスカイスポーツ
2002,Ｊ２,第３２節第１日,09/21(土),14:04,横浜FC,3-4,大分,江戸川,"2,119",スカイパーフェクＴＶ！
2002,Ｊ２,第３２節第１日,09/21(土),15:04,大宮,1-1,福岡,駒場,"3,003",スカイパーフェクＴＶ！
2002,Ｊ２,第３２節第１日,09/21(土),18:00,川崎Ｆ,2-0,水戸,等々力,"4,088",Ｊスカイスポーツ（録）
2002,Ｊ２,第３２節第１日,09/21(土),18:30,甲府,0-2,Ｃ大阪,小瀬,"13,000",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第３２節第１日,09/21(土),19:00,湘南,0-0,山形,平塚,"4,026",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第３２節第１日,09/21(土),19:04,鳥栖,0-2,新潟,鳥栖,"3,464",Ｊスカイスポーツ
2002,Ｊ２,第３３節第１日,09/25(水),19:00,Ｃ大阪,1-2,湘南,長居２,"5,033",Ｊスカイスポーツ（録）
2002,Ｊ２,第３３節第１日,09/25(水),19:01,山形,2-2,鳥栖,山形県,"2,084",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第３３節第１日,09/25(水),19:01,水戸,1-2,甲府,笠松,"3,073",スカイパーフェクＴＶ！（録）
2002,Ｊ２,第３３節第１日,09/25(水),19:02,大宮,0-0,横浜FC,大宮,"2,517",テレビ埼玉／Ｊスカイスポーツ（録）
2002,Ｊ２,第３３節第１日,09/25(水),19:04,新潟,1-1,大分,新潟ス,"39,068",スカイパーフェクＴＶ！
2002,Ｊ２,第３３節第１日,09/25(水),19:04,福岡,1-2,川崎Ｆ,博多球,"4,060",スカイパーフェクＴＶ！
2002,Ｊ２,第３４節第１日,09/28(土),14:02,横浜FC,0-2,川崎Ｆ,夢の島,"1,754",Ｊスカイスポーツ（録）
2002,Ｊ２,第３４節第１日,09/28(土),14:04,山形,0-1,新潟,山形県,"4,742",スカイパーフェクＴＶ！
2002,Ｊ２,第３４節第１日,09/28(土),19:01,湘南,2-0,福岡,平塚,"3,426",スカイパーフェクＴＶ！（録）
