年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,TV放送
2010,Ｊ２,第２節第２日,03/14(日),13:03,栃木,0-0,柏,栃木グ,"6,216",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2010,Ｊ２,第２節第２日,03/14(日),13:03,東京Ｖ,1-2,熊本,味スタ,"5,755",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第２節第２日,03/14(日),13:05,北九州,1-3,徳島,本城,"4,304",スカパースカチャン／ｅ２スカチャン／ＮＨＫ北九州／ＮＨＫ福岡
2010,Ｊ２,第２節第２日,03/14(日),14:04,大分,3-1,岐阜,大銀ド,"11,593",スカパースカチャン／ｅ２スカチャン／ＮＨＫ大分
2010,Ｊ２,第２節第２日,03/14(日),16:03,千葉,2-0,鳥栖,フクアリ,"12,437",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第１日,03/20(土),13:05,富山,1-3,大分,富山,"10,726",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第１日,03/20(土),16:04,岐阜,0-1,甲府,長良川,"4,528",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第２日,03/21(日・祝),13:03,栃木,0-1,札幌,栃木グ,"4,752",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2010,Ｊ２,第３節第２日,03/21(日・祝),13:04,草津,0-3,横浜FC,正田スタ,"3,856",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第３節第２日,03/21(日・祝),13:04,柏,1-0,福岡,柏,"7,115",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第２日,03/21(日・祝),13:04,徳島,3-1,千葉,鳴門大塚,"4,546",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第２日,03/21(日・祝),16:01,北九州,1-0,東京Ｖ,本城,"3,205",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第３節第２日,03/21(日・祝),16:03,岡山,0-0,熊本,カンスタ,"6,513",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第３節第２日,03/21(日・祝),16:05,愛媛,0-0,水戸,ニンスタ,"3,743",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第１日,03/27(土),13:04,水戸,0-0,北九州,Ｋｓスタ,"1,803",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第１日,03/27(土),16:03,熊本,1-0,岐阜,熊本,"4,714",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),13:03,札幌,2-0,岡山,札幌ド,"11,805",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),13:03,福岡,5-0,富山,レベスタ,"8,214",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第４節第２日,03/28(日),13:03,鳥栖,2-1,愛媛,ベアスタ,"5,664",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),13:03,大分,1-4,栃木,大銀ド,"10,287",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),16:03,千葉,2-1,草津,フクアリ,"10,068",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第４節第２日,03/28(日),16:03,東京Ｖ,0-2,柏,味スタ,"4,608",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第４節第２日,03/28(日),16:03,横浜FC,1-2,徳島,ニッパ球,"4,583",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第５節第１日,04/03(土),13:04,草津,1-2,熊本,正田スタ,"5,372",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第５節第１日,04/03(土),13:04,東京Ｖ,1-1,福岡,駒沢,"3,145",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第５節第１日,04/03(土),16:04,徳島,0-3,大分,鳴門大塚,"4,275",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第５節第２日,04/04(日),13:03,岐阜,3-0,札幌,長良川,"5,133",スカパースカチャン／ｅ２スカチャン／ＮＨＫ岐阜
2010,Ｊ２,第５節第２日,04/04(日),13:04,甲府,0-2,鳥栖,小瀬,"11,510",スカパースカチャン／ｅ２スカチャン（録）／テレビ山梨
2010,Ｊ２,第５節第２日,04/04(日),15:04,北九州,0-3,千葉,本城,"5,746",スカパースカチャン／ｅ２スカチャン／ＢＳ／ＮＨＫ北九州
2010,Ｊ２,第５節第２日,04/04(日),16:04,柏,1-0,水戸,柏,"7,274",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第５節第２日,04/04(日),16:04,富山,2-1,横浜FC,富山,"5,646",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第５節第２日,04/04(日),17:33,岡山,1-2,栃木,カンスタ,"5,504",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第６節第１日,04/10(土),13:03,鳥栖,1-0,水戸,ベアスタ,"4,822",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第６節第１日,04/10(土),14:02,愛媛,1-0,東京Ｖ,ニンスタ,"3,052",スカパースカチャン／ｅ２スカチャン／あいテレビ
2010,Ｊ２,第６節第２日,04/11(日),13:03,熊本,0-1,甲府,熊本,"6,350",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第６節第２日,04/11(日),13:03,大分,1-0,岡山,大銀ド,"9,884",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第６節第２日,04/11(日),13:04,札幌,1-1,柏,札幌ド,"13,002",スカパースカチャン／ｅ２スカチャン／北海道文化放送
2010,Ｊ２,第６節第２日,04/11(日),16:03,栃木,0-0,草津,栃木グ,"4,098",スカパースカチャン／ｅ２スカチャン（録）／とちぎテレビ（録）
2010,Ｊ２,第６節第２日,04/11(日),16:03,千葉,4-0,横浜FC,フクアリ,"12,752",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第６節第２日,04/11(日),16:03,福岡,0-2,岐阜,レベスタ,"5,012",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第６節第２日,04/11(日),16:04,富山,1-0,北九州,富山,"2,542",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第７節第１日,04/17(土),13:05,草津,1-3,大分,正田スタ,"2,703",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第７節第１日,04/17(土),14:05,徳島,0-0,愛媛,鳴門大塚,"11,115",スカパースカチャン／ｅ２スカチャン（録）／ＮＨＫ徳島／ＮＨＫ松山
2010,Ｊ２,第７節第１日,04/17(土),16:04,水戸,1-0,福岡,Ｋｓスタ,"6,069",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第７節第２日,04/18(日),13:03,岡山,2-1,千葉,カンスタ,"7,582",スカパースカチャン／ｅ２スカチャン／山陽放送
2010,Ｊ２,第７節第２日,04/18(日),13:03,北九州,1-1,栃木,本城,"2,596",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第７節第２日,04/18(日),13:04,柏,2-0,鳥栖,柏,"6,844",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第７節第２日,04/18(日),16:03,横浜FC,1-2,熊本,ニッパ球,"3,553",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第７節第２日,04/18(日),16:03,甲府,5-0,富山,小瀬,"10,316",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第７節第２日,04/18(日),16:03,岐阜,0-1,東京Ｖ,長良川球,"3,040",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第８節第１日,04/24(土),13:03,熊本,1-3,柏,水前寺,"5,156",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第８節第１日,04/24(土),14:02,愛媛,2-0,横浜FC,ニンスタ,"4,195",スカパースカチャン／ｅ２スカチャン／ＮＨＫ松山
2010,Ｊ２,第８節第２日,04/25(日),13:03,札幌,1-2,水戸,札幌ド,"11,430",スカパースカチャン／ｅ２スカチャン／札幌テレビ
2010,Ｊ２,第８節第２日,04/25(日),13:04,富山,2-3,徳島,富山,"3,026",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第８節第２日,04/25(日),13:04,福岡,0-1,鳥栖,レベスタ,"8,715",スカパースカチャン／ｅ２スカチャン（録）／ＮＨＫ福岡／ＮＨＫ佐賀
2010,Ｊ２,第８節第２日,04/25(日),13:04,大分,0-0,北九州,大銀ド,"10,864",スカパースカチャン／ｅ２スカチャン／ＮＨＫ大分／ＮＨＫ北九州
2010,Ｊ２,第８節第２日,04/25(日),16:03,千葉,2-0,岐阜,フクアリ,"10,333",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第８節第２日,04/25(日),16:03,東京Ｖ,1-2,甲府,味スタ,"7,051",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第８節第２日,04/25(日),16:03,岡山,0-1,草津,カンスタ,"6,289",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第９節第１日,04/29(木・祝),13:03,栃木,2-2,千葉,栃木グ,"6,933",スカパースカチャン／ｅ２スカチャン／とちぎテレビ
2010,Ｊ２,第９節第１日,04/29(木・祝),13:03,鳥栖,1-1,熊本,ベアスタ,"8,697",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第９節第１日,04/29(木・祝),13:04,徳島,2-3,岡山,鳴門大塚,"4,688",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第９節第１日,04/29(木・祝),15:00,甲府,4-1,札幌,小瀬,"11,779",スカパースカチャン／ｅ２スカチャン／山梨放送
2010,Ｊ２,第９節第１日,04/29(木・祝),16:04,水戸,0-4,東京Ｖ,Ｋｓスタ,"2,508",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第９節第１日,04/29(木・祝),16:04,愛媛,2-1,福岡,ニンスタ,"3,029",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第９節第１日,04/29(木・祝),19:03,横浜FC,2-1,大分,ニッパ球,"4,259",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第９節第１日,04/29(木・祝),19:03,北九州,0-1,岐阜,本城,"2,799",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第９節第１日,04/29(木・祝),19:35,草津,2-1,富山,正田スタ,"2,703",スカパースカチャン／ｅ２スカチャン／群馬テレビ
2010,Ｊ２,第１０節第１日,05/02(日),13:03,横浜FC,3-4,甲府,ニッパ球,"8,489",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１０節第１日,05/02(日),13:03,岡山,0-0,北九州,カンスタ,"7,881",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１０節第１日,05/02(日),13:04,熊本,0-0,札幌,水前寺,"6,806",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１０節第１日,05/02(日),16:03,岐阜,2-1,草津,長良川球,"3,543",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１０節第１日,05/02(日),16:04,柏,1-0,愛媛,柏,"8,508",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１０節第１日,05/02(日),16:04,大分,0-2,千葉,大銀ド,"13,831",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１０節第１日,05/02(日),19:03,栃木,2-0,徳島,栃木グ,"4,137",スカパースカチャン／ｅ２スカチャン／とちぎテレビ
2010,Ｊ２,第１０節第１日,05/02(日),19:03,東京Ｖ,1-1,鳥栖,味スタ,"3,575",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１０節第１日,05/02(日),19:04,富山,0-0,水戸,富山,"3,664",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１１節第１日,05/05(水・祝),13:04,徳島,4-0,岐阜,鳴門大塚,"4,959",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１１節第１日,05/05(水・祝),13:05,草津,1-1,北九州,正田スタ,"4,694",スカパースカチャン／ｅ２スカチャン（録）／群馬テレビ
2010,Ｊ２,第１１節第１日,05/05(水・祝),14:04,札幌,0-0,東京Ｖ,札幌ド,"13,268",スカパースカチャン／ｅ２スカチャン／ＮＨＫ札幌
2010,Ｊ２,第１１節第１日,05/05(水・祝),14:04,甲府,1-1,柏,小瀬,"15,600",スカパースカチャン／ｅ２スカチャン（録）／ＮＨＫ甲府
2010,Ｊ２,第１１節第１日,05/05(水・祝),14:04,福岡,6-1,熊本,レベスタ,"8,850",スカパースカチャン／ｅ２スカチャン（録）／ＮＨＫ福岡／ＮＨＫ熊本
2010,Ｊ２,第１１節第１日,05/05(水・祝),18:03,千葉,2-1,富山,フクアリ,"10,313",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１１節第１日,05/05(水・祝),18:04,水戸,3-1,横浜FC,Ｋｓスタ,"3,466",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１１節第１日,05/05(水・祝),19:03,鳥栖,0-0,岡山,ベアスタ,"5,489",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１１節第１日,05/05(水・祝),19:04,愛媛,0-0,栃木,ニンスタ,"2,787",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１２節第１日,05/08(土),13:03,熊本,1-0,愛媛,水前寺,"3,036",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１２節第１日,05/08(土),16:03,東京Ｖ,2-0,草津,味スタ,"3,337",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１２節第２日,05/09(日),13:04,富山,4-0,岡山,富山,"3,343",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１２節第２日,05/09(日),13:04,岐阜,0-2,柏,長良川球,"3,248",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１２節第２日,05/09(日),14:03,千葉,1-1,福岡,フクアリ,"12,163",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１２節第２日,05/09(日),14:03,甲府,1-0,徳島,小瀬,"12,013",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１２節第２日,05/09(日),14:03,北九州,0-1,札幌,本城,"4,061",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１２節第２日,05/09(日),14:04,大分,3-4,鳥栖,大銀ド,"11,718",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１２節第２日,05/09(日),15:03,横浜FC,0-2,栃木,ニッパ球,"4,426",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１３節第１日,05/15(土),13:04,水戸,0-1,熊本,Ｋｓスタ,"2,341",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１３節第１日,05/15(土),13:04,愛媛,1-1,北九州,ニンスタ,"3,437",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１３節第１日,05/15(土),16:03,鳥栖,3-0,岐阜,ベアスタ,"4,620",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１３節第１日,05/15(土),19:04,草津,1-4,甲府,正田スタ,"4,699",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１３節第２日,05/16(日),13:03,札幌,2-2,大分,室蘭,"7,208",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１３節第２日,05/16(日),13:03,岡山,0-1,東京Ｖ,カンスタ,"7,584",スカパースカチャン／ｅ２スカチャン（録）／岡山放送
2010,Ｊ２,第１３節第２日,05/16(日),13:03,福岡,2-1,横浜FC,レベスタ,"6,137",スカパースカチャン／ｅ２スカチャン／テレビ西日本（録）
2010,Ｊ２,第１３節第２日,05/16(日),16:03,栃木,1-0,富山,栃木グ,"3,330",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2010,Ｊ２,第１３節第２日,05/16(日),16:04,柏,6-0,徳島,柏,"7,010",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１４節第１日,05/22(土),13:03,熊本,0-2,栃木,水前寺,"2,803",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１４節第１日,05/22(土),13:04,富山,1-2,柏,富山,"4,555",スカパースカチャン／ｅ２スカチャン／ＮＨＫ富山
2010,Ｊ２,第１４節第１日,05/22(土),13:04,岐阜,1-0,水戸,長良川球,"2,473",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１４節第１日,05/22(土),14:04,徳島,0-0,札幌,鳴門大塚,"4,363",スカパースカチャン／ｅ２スカチャン／ＮＨＫ徳島
2010,Ｊ２,第１４節第１日,05/22(土),14:04,北九州,0-1,福岡,本城,"7,398",スカパースカチャン／ｅ２スカチャンＨＤ／ＮＨＫ北九州／ＮＨＫ福岡
2010,Ｊ２,第１４節第１日,05/22(土),16:03,甲府,1-0,岡山,小瀬,"10,568",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１４節第１日,05/22(土),16:04,大分,0-2,愛媛,大銀ド,"8,222",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１４節第１日,05/22(土),19:03,千葉,2-1,東京Ｖ,フクアリ,"12,428",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１４節第１日,05/22(土),19:03,横浜FC,4-0,鳥栖,ニッパ球,"4,749",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１５節第１日,05/29(土),13:03,福岡,1-0,徳島,レベスタ,"5,041",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１５節第１日,05/29(土),13:04,水戸,1-0,千葉,Ｋｓスタ,"5,906",スカパースカチャン／ｅ２スカチャン／ＮＨＫ水戸＊
2010,Ｊ２,第１５節第１日,05/29(土),15:34,熊本,0-0,大分,水前寺,"6,067",スカパースカチャン／ｅ２スカチャン／熊本放送
2010,Ｊ２,第１５節第１日,05/29(土),16:03,鳥栖,3-2,北九州,ベアスタ,"5,728",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１５節第１日,05/29(土),19:04,愛媛,1-2,甲府,ニンスタ,"10,630",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１５節第２日,05/30(日),13:03,札幌,3-1,富山,札幌厚別,"7,614",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１５節第２日,05/30(日),13:03,栃木,2-0,岐阜,栃木グ,"3,294",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2010,Ｊ２,第１５節第２日,05/30(日),16:03,東京Ｖ,1-1,横浜FC,国立,"6,761",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１５節第２日,05/30(日),16:04,柏,3-2,草津,柏,"7,436",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１６節第１日,06/05(土),13:03,横浜FC,2-0,岐阜,ニッパ球,"3,887",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１６節第１日,06/05(土),13:04,草津,1-1,札幌,正田スタ,"9,382",スカパースカチャン／ｅ２スカチャン／群馬テレビ（録）
2010,Ｊ２,第１６節第１日,06/05(土),16:04,富山,2-1,鳥栖,富山,"3,139",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１６節第１日,06/05(土),16:04,徳島,3-1,水戸,鳴門大塚,"3,224",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１６節第１日,06/05(土),19:03,岡山,0-2,柏,カンスタ,"8,917",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１６節第２日,06/06(日),13:03,栃木,1-2,福岡,栃木グ,"3,858",スカパースカチャン／ｅ２スカチャン／とちぎテレビ（録）
2010,Ｊ２,第１６節第２日,06/06(日),13:04,大分,1-1,東京Ｖ,大銀ド,"10,281",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１６節第２日,06/06(日),16:03,千葉,3-0,愛媛,フクアリ,"11,324",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１６節第２日,06/06(日),16:03,北九州,0-0,甲府,本城,"2,941",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第１日,06/12(土),13:03,東京Ｖ,1-0,富山,駒沢,"3,316",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第１日,06/12(土),13:04,熊本,2-1,徳島,水前寺,"3,357",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第１日,06/12(土),16:03,甲府,2-2,千葉,小瀬,"16,431",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第１日,06/12(土),16:03,鳥栖,3-1,栃木,ベアスタ,"4,895",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第１日,06/12(土),19:04,岐阜,1-0,岡山,長良川球,"2,920",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第２日,06/13(日),13:03,札幌,2-2,愛媛,函館,"6,967",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第２日,06/13(日),13:04,水戸,1-1,草津,Ｋｓスタ,"3,138",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第２日,06/13(日),16:03,福岡,2-1,大分,レベスタ,"10,706",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１７節第２日,06/13(日),16:04,柏,2-0,北九州,柏,"7,381",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１８節第１日,07/17(土),18:03,横浜FC,2-2,柏,ニッパ球,"8,121",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１８節第１日,07/17(土),18:05,愛媛,1-2,富山,ニンスタ,"5,867",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１８節第１日,07/17(土),19:04,草津,2-1,福岡,正田スタ,"3,160",スカパースカチャン／ｅ２スカチャン（録）／群馬テレビ
2010,Ｊ２,第１８節第２日,07/18(日),18:03,栃木,0-1,東京Ｖ,栃木グ,"5,325",スカパースカチャン／ｅ２スカチャン（録）／とちぎテレビ
2010,Ｊ２,第１８節第２日,07/18(日),18:03,北九州,2-2,熊本,本城,"5,072",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１８節第２日,07/18(日),18:04,大分,0-1,甲府,大銀ド,"14,518",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１８節第２日,07/18(日),19:03,千葉,0-3,札幌,フクアリ,"15,716",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１８節第２日,07/18(日),19:03,岡山,2-1,水戸,カンスタ,"7,855",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１８節第３日,07/19(月・祝),18:34,徳島,2-1,鳥栖,鳴門大塚,"4,952",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第１９節第１日,07/24(土),18:04,富山,0-2,熊本,富山,"3,427",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１９節第１日,07/24(土),18:04,福岡,0-0,岡山,レベスタ,"8,724",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１９節第１日,07/24(土),18:05,岐阜,1-1,愛媛,長良川球,"2,763",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１９節第２日,07/25(日),16:04,札幌,1-2,横浜FC,札幌ド,"26,875",スカパースカチャン／ｅ２スカチャン／ＢＳ
2010,Ｊ２,第１９節第２日,07/25(日),18:03,東京Ｖ,1-1,徳島,西が丘,"2,512",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１９節第２日,07/25(日),18:04,柏,2-2,千葉,柏,"10,768",スカパースカチャン／ｅ２スカチャン／千葉テレビ１８：１５（試合途中）より生中継
2010,Ｊ２,第１９節第２日,07/25(日),18:04,甲府,4-3,栃木,小瀬,"12,121",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第１９節第２日,07/25(日),19:04,鳥栖,0-0,草津,ベアスタ,"5,696",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第２０節第１日,07/30(金),19:33,岡山,1-0,札幌,カンスタ,"11,290",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第２０節第２日,07/31(土),18:03,栃木,2-1,横浜FC,栃木グ,"4,218",スカパースカチャン／ｅ２スカチャン（録）／とちぎテレビ
2010,Ｊ２,第２０節第２日,07/31(土),18:34,甲府,0-1,東京Ｖ,小瀬,"12,523",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第２０節第２日,07/31(土),19:03,千葉,5-0,大分,フクアリ,"13,122",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第２０節第３日,08/01(日),18:03,北九州,1-1,水戸,本城,"2,389",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第２０節第３日,08/01(日),18:04,富山,3-2,岐阜,富山,"6,169",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第２０節第３日,08/01(日),18:04,愛媛,1-1,鳥栖,ニンスタ,"2,948",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第２０節第３日,08/01(日),18:36,徳島,1-1,柏,鳴門大塚,"5,828",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第２０節第３日,08/01(日),19:03,熊本,0-1,草津,熊本,"8,887",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第２１節第１日,08/07(土),15:03,札幌,2-0,北九州,札幌厚別,"6,703",スカパースカチャン／ｅ２スカチャン
2010,Ｊ２,第２１節第１日,08/07(土),18:03,横浜FC,2-0,岡山,ニッパ球,"4,235",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第２１節第１日,08/07(土),19:04,大分,1-0,富山,大銀ド,"9,344",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第２１節第２日,08/08(日),18:03,福岡,2-0,愛媛,レベスタ,"7,571",スカパースカチャン／ｅ２スカチャン（録）
2010,Ｊ２,第２１節第２日,08/08(日),18:04,柏,0-1,東京Ｖ,柏,"8,825",スカパースカチャン／ｅ２スカチャン
