年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,TV放送
2001,Ｊ２,第３節第１日,03/24(土),14:01,大宮,3-0,水戸,大宮,"3,242",Ｊスカイスポーツ（録）
2001,Ｊ２,第３節第１日,03/24(土),14:03,川崎Ｆ,2-4,京都,等々力,"5,443",ＫＢＳ京都（録）／Ｊスカイスポーツ
2001,Ｊ２,第３節第２日,03/25(日),13:05,仙台,3-0,甲府,仙台,"12,786",スカイパーフェクＴＶ！
2001,Ｊ２,第３節第２日,03/25(日),16:03,大分,3-1,横浜FC,大分陸,"3,413",スカイパーフェクＴＶ！
2001,Ｊ２,第４節第１日,03/31(土),14:01,山形,3-0,水戸,山形県,"3,286",山形テレビ／スカイパーフェクＴＶ！
2001,Ｊ２,第４節第１日,03/31(土),15:00,新潟,1-0,川崎Ｆ,新潟陸,"2,712",Ｊスカイスポーツ（録）
2001,Ｊ２,第４節第１日,03/31(土),15:00,京都,2-1,湘南,西京極,"2,782",ＫＢＳ京都（録）／Ｊスカイスポーツ（録）
2001,Ｊ２,第４節第１日,03/31(土),15:01,甲府,1-3,大分,小瀬,"1,579",Ｊスカイスポーツ（録）
2001,Ｊ２,第４節第１日,03/31(土),15:03,横浜FC,1-1,大宮,三ツ沢,"2,018",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第４節第１日,03/31(土),19:03,鳥栖,1-4,仙台,鳥栖,"2,454",スカイパーフェクＴＶ！
2001,Ｊ２,第５節第１日,04/07(土),13:03,大分,2-0,鳥栖,大分陸,"3,876",スカイパーフェクＴＶ！
2001,Ｊ２,第５節第１日,04/07(土),16:00,湘南,3-2,新潟,平塚,"3,681",Ｊスカイスポーツ（録）
2001,Ｊ２,第５節第１日,04/07(土),16:03,大宮,3-1,甲府,大宮,"2,354",スカイパーフェクＴＶ！
2001,Ｊ２,第５節第２日,04/08(日),13:30,仙台,3-2,京都,仙台,"12,469",ミヤギテレビ（録）／Ｊスカイスポーツ（録）
2001,Ｊ２,第５節第２日,04/08(日),14:03,水戸,2-3,横浜FC,栃木,"1,533",Ｊスカイスポーツ
2001,Ｊ２,第５節第２日,04/08(日),14:03,川崎Ｆ,1-0,山形,等々力,"5,633",スカイパーフェクＴＶ！
2001,Ｊ２,第６節第１日,04/13(金),19:04,京都,2-1,大分,西京極,"2,700",ＫＢＳ京都／スカイパーフェクＴＶ！
2001,Ｊ２,第６節第２日,04/14(土),13:00,甲府,3-1,水戸,小瀬,"2,597",山梨放送／Ｊスカイスポーツ（録）
2001,Ｊ２,第６節第２日,04/14(土),13:00,新潟,0-1,仙台,新潟陸,"3,165",Ｊスカイスポーツ（録）
2001,Ｊ２,第６節第２日,04/14(土),13:02,山形,2-1,横浜FC,鶴岡,"3,414",山形放送／Ｊスカイスポーツ
2001,Ｊ２,第６節第２日,04/14(土),14:02,川崎Ｆ,1-2,湘南,等々力,"4,674",スカイパーフェクＴＶ！
2001,Ｊ２,第６節第２日,04/14(土),19:04,鳥栖,1-2,大宮,鳥栖,"2,193",サガテレビ（録）／スカイパーフェクＴＶ！
2001,Ｊ２,第７節第１日,04/21(土),15:03,横浜FC,2-1,甲府,三ツ沢,"2,398",Ｊスカイスポーツ
2001,Ｊ２,第７節第１日,04/21(土),16:00,湘南,3-2,山形,平塚,"3,160",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第７節第１日,04/21(土),16:03,大宮,0-2,京都,大宮,"2,511",ＫＢＳ京都（録）／Ｊスカイスポーツ
2001,Ｊ２,第７節第１日,04/21(土),18:03,大分,0-2,新潟,大分陸,"2,641",スカイパーフェクＴＶ！
2001,Ｊ２,第７節第１日,04/21(土),18:30,水戸,3-3,鳥栖,栃木,872,スカイパーフェクＴＶ！（録）
2001,Ｊ２,第７節第２日,04/22(日),13:04,仙台,4-2,川崎Ｆ,仙台,"11,754",ＴＢＣ東北放送／Ｊスカイスポーツ
2001,Ｊ２,第８節第１日,04/28(土),14:00,山形,1-0,甲府,山形県,"2,406",Ｊスカイスポーツ（録）
2001,Ｊ２,第８節第１日,04/28(土),14:00,川崎Ｆ,1-2,大分,等々力,"7,570",Ｊスカイスポーツ（録）
2001,Ｊ２,第８節第１日,04/28(土),14:03,新潟,2-2,大宮,新潟陸,"4,217",ＮＨＫ新潟／スカイパーフェクＴＶ！
2001,Ｊ２,第８節第１日,04/28(土),19:00,湘南,2-3,仙台,平塚,"6,540",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第８節第１日,04/28(土),19:03,鳥栖,0-1,横浜FC,鳥栖,"2,928",スカイパーフェクＴＶ！
2001,Ｊ２,第８節第１日,04/28(土),19:04,京都,1-1,水戸,西京極,"3,671",ＫＢＳ京都／Ｊスカイスポーツ
2001,Ｊ２,第９節第１日,05/03(木・祝),13:00,甲府,2-0,鳥栖,小瀬,"3,921",山梨放送（録）／Ｊスカイスポーツ（録）
2001,Ｊ２,第９節第１日,05/03(木・祝),13:03,大分,1-0,湘南,大分陸,"5,131",スカイパーフェクＴＶ！
2001,Ｊ２,第９節第１日,05/03(木・祝),14:00,水戸,0-2,新潟,ひたちな,"2,089",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第９節第１日,05/03(木・祝),14:00,大宮,1-0,川崎Ｆ,大宮,"3,142",Ｊスカイスポーツ（録）
2001,Ｊ２,第９節第１日,05/03(木・祝),14:02,仙台,2-2,山形,仙台,"15,196",東日本放送／スカイパーフェクＴＶ！（録）
2001,Ｊ２,第９節第１日,05/03(木・祝),15:03,横浜FC,3-1,京都,三ツ沢,"3,160",ＫＢＳ京都（録）／Ｊスカイスポーツ
2001,Ｊ２,第１０節第１日,05/06(日),13:02,新潟,2-1,横浜FC,新潟陸,"4,792",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１０節第１日,05/06(日),13:03,仙台,2-1,大分,仙台,"18,974",仙台放送／Ｊスカイスポーツ（録）
2001,Ｊ２,第１０節第１日,05/06(日),13:59,川崎Ｆ,4-0,水戸,等々力,"3,636",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１０節第１日,05/06(日),13:59,湘南,3-3,大宮,平塚,"4,950",Ｊスカイスポーツ（録）
2001,Ｊ２,第１０節第１日,05/06(日),14:01,山形,0-0,鳥栖,山形県,"3,945",山形テレビ／Ｊスカイスポーツ（録）
2001,Ｊ２,第１０節第１日,05/06(日),15:04,京都,4-0,甲府,西京極,"5,043",ＫＢＳ京都（録）／スカイパーフェクＴＶ！
2001,Ｊ２,第１１節第１日,05/12(土),13:01,甲府,0-2,新潟,小瀬,"2,948",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１１節第１日,05/12(土),14:00,水戸,0-1,湘南,ひたちな,"1,364",Ｊスカイスポーツ（録）
2001,Ｊ２,第１１節第１日,05/12(土),14:00,大宮,2-0,仙台,大宮,"5,255",Ｊスカイスポーツ（録）
2001,Ｊ２,第１１節第１日,05/12(土),15:04,横浜FC,0-6,川崎Ｆ,横浜国,"6,941",スカイパーフェクＴＶ！
2001,Ｊ２,第１１節第１日,05/12(土),18:03,大分,0-1,山形,大分陸,"4,031",スカイパーフェクＴＶ！
2001,Ｊ２,第１１節第２日,05/13(日),13:04,鳥栖,1-3,京都,鳥栖,"3,109",ＮＨＫ佐賀／ＫＢＳ京都（録）／Ｊスカイスポーツ
2001,Ｊ２,第１２節第１日,05/19(土),15:01,山形,1-2,大宮,山形県,"1,883",Ｊスカイスポーツ（録）
2001,Ｊ２,第１２節第１日,05/19(土),15:02,仙台,3-0,横浜FC,仙台,"10,476",Ｊスカイスポーツ
2001,Ｊ２,第１２節第１日,05/19(土),16:00,川崎Ｆ,6-1,鳥栖,等々力,"3,470",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１２節第１日,05/19(土),16:00,湘南,4-1,甲府,平塚,"3,862",Ｊスカイスポーツ（録）
2001,Ｊ２,第１２節第１日,05/19(土),16:03,新潟,3-4,京都,新潟ス,"31,964",ＫＢＳ京都（録）／スカイパーフェクＴＶ！
2001,Ｊ２,第１２節第１日,05/19(土),18:00,大分,1-0,水戸,大分陸,"3,841",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１３節第１日,05/23(水),19:00,水戸,0-2,大宮,ひたちな,754,Ｊスカイスポーツ（録）
2001,Ｊ２,第１３節第１日,05/23(水),19:01,山形,0-1,新潟,山形県,"1,803",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１３節第１日,05/23(水),19:01,甲府,1-2,仙台,小瀬,"1,665",Ｊスカイスポーツ（録）
2001,Ｊ２,第１３節第１日,05/23(水),19:01,鳥栖,1-2,湘南,鳥栖,"1,954",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１３節第１日,05/23(水),19:03,横浜FC,1-3,大分,西が丘,"1,853",スカイパーフェクＴＶ！
2001,Ｊ２,第１３節第１日,05/23(水),19:04,京都,4-0,川崎Ｆ,西京極,"1,705",ＫＢＳ京都／Ｊスカイスポーツ（録）
2001,Ｊ２,第１４節第１日,05/26(土),14:00,大宮,3-0,鳥栖,大宮,"3,621",Ｊスカイスポーツ（録）
2001,Ｊ２,第１４節第１日,05/26(土),14:00,湘南,2-0,川崎Ｆ,平塚,"5,178",テレビ神奈川（録）／スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１４節第１日,05/26(土),15:03,横浜FC,1-0,山形,三ツ沢,"2,894",Ｊスカイスポーツ
2001,Ｊ２,第１４節第１日,05/26(土),15:59,大分,3-1,京都,大分ス,"29,226",テレビ大分／スカイパーフェクＴＶ！
2001,Ｊ２,第１４節第１日,05/26(土),17:00,水戸,2-1,甲府,ひたちな,"1,093",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１４節第２日,05/27(日),13:05,仙台,0-2,新潟,仙台,"12,651",ミヤギテレビ／Ｊスカイスポーツ（録）
2001,Ｊ２,第１５節第１日,06/16(土),14:05,甲府,2-0,横浜FC,小瀬,"4,146",Ｊスカイスポーツ
2001,Ｊ２,第１５節第１日,06/16(土),18:03,新潟,2-3,大分,新潟陸,"4,687",Ｊスカイスポーツ
2001,Ｊ２,第１５節第１日,06/16(土),18:04,京都,1-3,大宮,鳥取,"3,811",ＫＢＳ京都／スカイパーフェクＴＶ！
2001,Ｊ２,第１５節第２日,06/17(日),13:03,鳥栖,2-0,水戸,鳥栖,"3,445",スカイパーフェクＴＶ！
2001,Ｊ２,第１５節第２日,06/17(日),14:00,山形,1-2,湘南,山形県,"3,079",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１５節第２日,06/17(日),14:00,川崎Ｆ,1-1,仙台,等々力,"6,211",Ｊスカイスポーツ（録）
2001,Ｊ２,第１６節第１日,06/23(土),18:00,水戸,0-3,川崎Ｆ,ひたちな,"1,629",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１６節第１日,06/23(土),18:00,大分,2-0,仙台,大分陸,"3,869",Ｊスカイスポーツ（録）
2001,Ｊ２,第１６節第１日,06/23(土),19:00,鳥栖,0-1,山形,鳥栖,"3,305",Ｊスカイスポーツ（録）
2001,Ｊ２,第１６節第１日,06/23(土),19:03,横浜FC,1-0,新潟,三ツ沢,"3,053",スカイパーフェクＴＶ！
2001,Ｊ２,第１６節第１日,06/23(土),19:04,甲府,1-3,京都,小瀬,"3,698",ＫＢＳ京都／Ｊスカイスポーツ（録）
2001,Ｊ２,第１６節第２日,06/24(日),16:03,大宮,3-0,湘南,大宮,"7,038",スカイパーフェクＴＶ！
2001,Ｊ２,第１７節第１日,06/28(木),19:03,新潟,4-0,甲府,新潟陸,"3,027",Ｊスカイスポーツ
2001,Ｊ２,第１７節第２日,06/29(金),19:00,仙台,0-1,大宮,仙台,"11,096",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１７節第２日,06/29(金),19:00,湘南,1-1,水戸,平塚,"4,190",Ｊスカイスポーツ（録）
2001,Ｊ２,第１７節第２日,06/29(金),19:03,山形,0-0,大分,山形県,"2,129",スカイパーフェクＴＶ！
2001,Ｊ２,第１７節第２日,06/29(金),19:03,川崎Ｆ,2-1,横浜FC,等々力,"4,395",Ｊスカイスポーツ
2001,Ｊ２,第１７節第２日,06/29(金),19:04,京都,2-1,鳥栖,西京極,"2,729",ＫＢＳ京都（録）／スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１８節第１日,07/07(土),18:00,大分,2-1,川崎Ｆ,大分ス,"7,461",スカイパーフェクＴＶ！
2001,Ｊ２,第１８節第１日,07/07(土),18:04,水戸,0-3,京都,ひたちな,"1,342",ＫＢＳ京都／Ｊスカイスポーツ（録）
2001,Ｊ２,第１８節第１日,07/07(土),18:31,大宮,2-1,新潟,大宮,"4,015",Ｊスカイスポーツ（録）
2001,Ｊ２,第１８節第１日,07/07(土),19:00,甲府,0-1,山形,小瀬,"4,098",Ｊスカイスポーツ（録）
2001,Ｊ２,第１８節第１日,07/07(土),19:03,仙台,1-0,湘南,仙台,"14,714",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１８節第２日,07/08(日),19:03,横浜FC,2-1,鳥栖,三ツ沢,"2,558",スカイパーフェクＴＶ！
2001,Ｊ２,第１９節第１日,07/11(水),19:00,山形,0-2,仙台,山形県,"4,320",Ｊスカイスポーツ（録）
2001,Ｊ２,第１９節第１日,07/11(水),19:00,湘南,2-2,大分,平塚,"3,160",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１９節第１日,07/11(水),19:00,新潟,2-0,水戸,新潟陸,"2,373",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第１９節第１日,07/11(水),19:00,鳥栖,4-0,甲府,鳥栖,"2,136",Ｊスカイスポーツ（録）
2001,Ｊ２,第１９節第１日,07/11(水),19:03,川崎Ｆ,2-3,大宮,等々力,"3,358",スカイパーフェクＴＶ！
2001,Ｊ２,第１９節第１日,07/11(水),19:03,京都,2-1,横浜FC,西京極,"2,486",ＫＢＳ京都／Ｊスカイスポーツ（録）
2001,Ｊ２,第２０節第１日,07/14(土),18:00,新潟,5-0,鳥栖,新潟ス,"19,391",Ｊスカイスポーツ（録）
2001,Ｊ２,第２０節第１日,07/14(土),18:04,山形,2-1,京都,山形県,"2,725",ＫＢＳ京都／スカイパーフェクＴＶ！
2001,Ｊ２,第２０節第１日,07/14(土),19:00,仙台,4-3,水戸,仙台,"13,058",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２０節第１日,07/14(土),19:00,甲府,1-1,川崎Ｆ,小瀬,"3,177",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２０節第１日,07/14(土),19:03,横浜FC,2-1,湘南,三ツ沢,"3,277",Ｊスカイスポーツ
2001,Ｊ２,第２０節第２日,07/15(日),18:33,大宮,1-0,大分,大宮,"4,616",Ｊスカイスポーツ
2001,Ｊ２,第２１節第１日,07/21(土),18:00,水戸,1-2,山形,ひたちな,"1,664",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２１節第１日,07/21(土),18:00,川崎Ｆ,2-3,新潟,等々力,"3,711",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２１節第１日,07/21(土),18:01,大分,5-0,甲府,大分陸,"3,071",Ｊスカイスポーツ（録）
2001,Ｊ２,第２１節第１日,07/21(土),18:34,大宮,2-0,横浜FC,大宮,"4,769",スカイパーフェクＴＶ！
2001,Ｊ２,第２１節第１日,07/21(土),19:00,仙台,3-1,鳥栖,仙台,"15,733",Ｊスカイスポーツ（録）
2001,Ｊ２,第２１節第１日,07/21(土),19:04,湘南,0-2,京都,平塚,"6,614",ＫＢＳ京都／Ｊスカイスポーツ（録）
2001,Ｊ２,第２２節第１日,07/25(水),19:00,山形,2-1,川崎Ｆ,山形県,"2,702",Ｊスカイスポーツ（録）
2001,Ｊ２,第２２節第１日,07/25(水),19:00,鳥栖,1-3,大分,鳥栖,"3,470",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２２節第１日,07/25(水),19:01,甲府,0-2,大宮,小瀬,"2,206",山梨放送（録）／Ｊスカイスポーツ（録）
2001,Ｊ２,第２２節第１日,07/25(水),19:03,横浜FC,5-0,水戸,三ツ沢,"1,797",Ｊスカイスポーツ
2001,Ｊ２,第２２節第１日,07/25(水),19:03,新潟,2-0,湘南,新潟ス,"12,707",スカイパーフェクＴＶ！
2001,Ｊ２,第２２節第１日,07/25(水),19:04,京都,2-1,仙台,西京極,"3,587",ＫＢＳ京都／スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２３節第１日,07/28(土),17:30,甲府,0-1,新潟,小瀬,"2,707",Ｊスカイスポーツ（録）
2001,Ｊ２,第２３節第１日,07/28(土),18:00,水戸,0-1,湘南,ひたちな,"1,386",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２３節第１日,07/28(土),18:01,大分,1-2,山形,大分ス,"7,815",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２３節第１日,07/28(土),18:33,大宮,1-1,仙台,鴻巣,"3,124",スカイパーフェクＴＶ！
2001,Ｊ２,第２３節第１日,07/28(土),19:03,横浜FC,1-3,川崎Ｆ,三ツ沢,"3,806",Ｊスカイスポーツ（録）
2001,Ｊ２,第２３節第１日,07/28(土),19:04,鳥栖,1-0,京都,鳥栖,"3,554",ＫＢＳ京都／Ｊスカイスポーツ（録）
2001,Ｊ２,第２４節第１日,08/03(金),19:00,仙台,4-1,甲府,仙台,"11,084",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２４節第１日,08/03(金),19:00,大宮,4-1,水戸,大宮,"4,015",Ｊスカイスポーツ（録）
2001,Ｊ２,第２４節第１日,08/03(金),19:00,湘南,1-2,鳥栖,平塚,"3,137",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２４節第１日,08/03(金),19:00,新潟,0-1,山形,新潟ス,"11,384",Ｊスカイスポーツ（録）
2001,Ｊ２,第２４節第１日,08/03(金),19:00,大分,2-1,横浜FC,大分陸,"3,248",Ｊスカイスポーツ（録）
2001,Ｊ２,第２４節第１日,08/03(金),19:04,川崎Ｆ,0-0,京都,等々力,"3,003",ＫＢＳ京都／スカイパーフェクＴＶ！
2001,Ｊ２,第２５節第１日,08/11(土),18:00,山形,2-1,甲府,山形県,"3,594",Ｊスカイスポーツ（録）
2001,Ｊ２,第２５節第１日,08/11(土),18:00,川崎Ｆ,1-2,大分,等々力,"3,298",Ｊスカイスポーツ（録）
2001,Ｊ２,第２５節第１日,08/11(土),18:03,新潟,1-0,大宮,新潟ス,"19,434",スカイパーフェクＴＶ！
2001,Ｊ２,第２５節第１日,08/11(土),18:59,湘南,0-1,仙台,平塚,"4,251",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２５節第１日,08/11(土),19:00,鳥栖,0-3,横浜FC,長崎,"1,488",Ｊスカイスポーツ（録）
2001,Ｊ２,第２５節第１日,08/11(土),19:04,京都,1-0,水戸,西京極,"3,038",ＫＢＳ京都／スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２６節第１日,08/14(火),19:00,甲府,1-5,鳥栖,小瀬,"3,362",山梨放送（録）／Ｊスカイスポーツ（録）
2001,Ｊ２,第２６節第１日,08/14(火),19:00,大分,1-0,湘南,大分陸,"4,742",Ｊスカイスポーツ（録）
2001,Ｊ２,第２６節第１日,08/14(火),19:01,大宮,0-1,川崎Ｆ,大宮,"4,231",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２６節第１日,08/14(火),19:02,水戸,2-0,新潟,笠松,"2,434",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２６節第１日,08/14(火),19:03,仙台,2-1,山形,仙台,"15,502",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２６節第１日,08/14(火),19:04,横浜FC,1-2,京都,三ツ沢,"3,018",ＫＢＳ京都／Ｊスカイスポーツ
2001,Ｊ２,第２７節第１日,08/18(土),18:00,川崎Ｆ,2-0,湘南,等々力,"3,894",Ｊスカイスポーツ（録）
2001,Ｊ２,第２７節第１日,08/18(土),18:00,新潟,1-0,仙台,新潟ス,"25,807",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２７節第１日,08/18(土),18:03,山形,1-0,横浜FC,山形市,"3,470",スカイパーフェクＴＶ！
2001,Ｊ２,第２７節第１日,08/18(土),19:00,甲府,2-3,水戸,小瀬,"3,544",Ｊスカイスポーツ（録）
2001,Ｊ２,第２７節第１日,08/18(土),19:04,京都,2-0,大分,西京極,"4,240",ＫＢＳ京都／Ｊスカイスポーツ（録）
2001,Ｊ２,第２７節第２日,08/19(日),19:01,鳥栖,2-1,大宮,鳥栖,"3,098",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２８節第１日,08/25(土),18:00,水戸,3-2,鳥栖,ひたちな,"1,373",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２８節第１日,08/25(土),18:00,大分,2-2,新潟,大分ス,"10,740",Ｊスカイスポーツ（録）／大分朝日放送（録）
2001,Ｊ２,第２８節第１日,08/25(土),18:34,大宮,0-1,京都,大宮,"4,651",ＫＢＳ京都／スカイパーフェクＴＶ！
2001,Ｊ２,第２８節第１日,08/25(土),19:00,仙台,1-2,川崎Ｆ,仙台,"14,531",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２８節第１日,08/25(土),19:00,湘南,1-3,山形,平塚,"3,863",Ｊスカイスポーツ（録）
2001,Ｊ２,第２８節第２日,08/26(日),19:04,横浜FC,1-2,甲府,三ツ沢,"2,571",Ｊスカイスポーツ
2001,Ｊ２,第２９節第１日,09/01(土),18:00,山形,2-0,水戸,山形市,"3,239",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２９節第１日,09/01(土),18:00,新潟,2-0,川崎Ｆ,新潟ス,"21,558",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第２９節第１日,09/01(土),19:00,甲府,2-3,大分,小瀬,"4,233",Ｊスカイスポーツ（録）
2001,Ｊ２,第２９節第１日,09/01(土),19:01,鳥栖,1-2,仙台,鳥栖,"3,685",Ｊスカイスポーツ（録）
2001,Ｊ２,第２９節第１日,09/01(土),19:04,横浜FC,1-3,大宮,三ツ沢,"2,983",スカイパーフェクＴＶ！
2001,Ｊ２,第２９節第１日,09/01(土),19:04,京都,1-2,湘南,西京極,"3,935",ＫＢＳ京都／Ｊスカイスポーツ（録）
2001,Ｊ２,第３０節第１日,09/05(水),19:00,水戸,1-0,横浜FC,笠松,"1,138",Ｊスカイスポーツ（録）
2001,Ｊ２,第３０節第１日,09/05(水),19:00,大宮,1-2,甲府,大宮,"2,559",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第３０節第１日,09/05(水),19:00,川崎Ｆ,0-2,山形,等々力,"2,412",Ｊスカイスポーツ（録）
2001,Ｊ２,第３０節第１日,09/05(水),19:00,湘南,1-0,新潟,平塚,"2,884",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第３０節第１日,09/05(水),19:00,大分,2-1,鳥栖,長崎,"1,847",Ｊスカイスポーツ（録）
2001,Ｊ２,第３０節第１日,09/05(水),19:04,仙台,0-0,京都,仙台,"11,251",スカイパーフェクＴＶ！
2001,Ｊ２,第３１節第１日,09/08(土),18:00,山形,2-0,鳥栖,山形県,"3,516",Ｊスカイスポーツ（録）
2001,Ｊ２,第３１節第１日,09/08(土),18:00,新潟,5-1,横浜FC,新潟ス,"19,718",Ｊスカイスポーツ（録）
2001,Ｊ２,第３１節第１日,09/08(土),19:00,仙台,0-2,大分,仙台,"15,676",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第３１節第１日,09/08(土),19:03,湘南,2-1,大宮,平塚,"3,414",スカイパーフェクＴＶ！
2001,Ｊ２,第３１節第１日,09/08(土),19:04,京都,2-0,甲府,西京極,"3,002",ＫＢＳ京都／スカイパーフェクＴＶ！（録）
2001,Ｊ２,第３１節第２日,09/10(月),19:03,川崎Ｆ,2-1,水戸,等々力,"1,169",Ｊスカイスポーツ
2001,Ｊ２,第３２節第１日,09/14(金),19:04,横浜FC,3-4,仙台,夢の島,"2,523",Ｊスカイスポーツ（録）
2001,Ｊ２,第３２節第２日,09/15(土・祝),18:31,大宮,3-0,山形,大宮,"4,003",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第３２節第２日,09/15(土・祝),19:00,甲府,1-1,湘南,小瀬,"4,009",Ｊスカイスポーツ（録）
2001,Ｊ２,第３２節第２日,09/15(土・祝),19:01,鳥栖,0-1,川崎Ｆ,鳥栖,"4,230",サガテレビ（録）／スカイパーフェクＴＶ！（録）
2001,Ｊ２,第３２節第２日,09/15(土・祝),19:04,京都,2-0,新潟,西京極,"2,998",ＫＢＳ京都／スカイパーフェクＴＶ！
2001,Ｊ２,第３２節第３日,09/16(日),18:03,水戸,2-1,大分,笠松,"1,859",Ｊスカイスポーツ
2001,Ｊ２,第３３節第１日,09/19(水),19:00,仙台,2-1,水戸,仙台,"8,282",Ｊスカイスポーツ（録）
2001,Ｊ２,第３３節第１日,09/19(水),19:00,川崎Ｆ,1-2,甲府,等々力,"2,332",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第３３節第１日,09/19(水),19:00,湘南,1-0,横浜FC,平塚,"3,623",Ｊスカイスポーツ（録）
2001,Ｊ２,第３３節第１日,09/19(水),19:01,新潟,4-1,鳥栖,新潟ス,"13,357",Ｊスカイスポーツ（録）
2001,Ｊ２,第３３節第１日,09/19(水),19:03,山形,4-3,京都,山形県,"3,143",スカイパーフェクＴＶ！（録）
2001,Ｊ２,第３３節第１日,09/19(水),19:03,大分,1-2,大宮,大分陸,"5,300",スカイパーフェクＴＶ！
2001,Ｊ２,第３４節第１日,09/22(土),15:00,横浜FC,1-0,鳥栖,福井,"2,593",スカイパーフェクＴＶ！（録）
