年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,TV放送
2011,Ｊ２,第９節第１日,04/30(土),13:05,湘南,0-1,横浜FC,平塚,"10,425",スカパー／ｅ２／スカパー光／ひかりＴＶ／ｔｖｋ（録）
2011,Ｊ２,第９節第１日,04/30(土),13:05,徳島,1-0,千葉,鳴門大塚,"4,462",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第９節第１日,04/30(土),13:06,鳥栖,3-1,東京Ｖ,ベアスタ,"5,481",スカパー／ｅ２／スカパー光
2011,Ｊ２,第９節第１日,04/30(土),16:04,岡山,0-0,大分,カンスタ,"8,384",スカパー／ｅ２／スカパー光
2011,Ｊ２,第９節第１日,04/30(土),16:05,岐阜,2-1,水戸,長良川,"5,832",スカパー／ｅ２／スカパー光
2011,Ｊ２,第９節第１日,04/30(土),16:05,愛媛,0-3,北九州,ニンスタ,"3,456",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１０節第１日,05/04(水・祝),13:04,水戸,0-0,湘南,Ｋｓスタ,"4,086",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１０節第１日,05/04(水・祝),13:04,京都,0-0,鳥栖,西京極,"8,924",スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
2011,Ｊ２,第１０節第１日,05/04(水・祝),13:05,大分,2-2,徳島,大銀ド,"8,829",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１０節第１日,05/04(水・祝),14:03,千葉,2-1,愛媛,フクアリ,"11,834",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１０節第１日,05/04(水・祝),14:04,札幌,1-0,草津,札幌ド,"12,386",スカパー／ｅ２／スカパー光／北海道テレビ
2011,Ｊ２,第１０節第１日,05/04(水・祝),14:04,岡山,2-2,栃木,カンスタ,"7,323",スカパー／ｅ２（録）／スカパー光／山陽放送
2011,Ｊ２,第１０節第１日,05/04(水・祝),15:03,熊本,0-0,北九州,熊本,"6,948",スカパー／ｅ２（録）／スカパー光／熊本放送
2011,Ｊ２,第１０節第１日,05/04(水・祝),15:04,東京Ｖ,0-0,Ｆ東京,味スタ,"28,832",スカパー／ｅ２／スカパー光／ＢＳ
2011,Ｊ２,第１０節第１日,05/04(水・祝),16:03,横浜FC,0-1,鳥取,ニッパ球,"5,464",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１０節第１日,05/04(水・祝),16:04,富山,1-0,岐阜,富山,"4,142",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１１節第１日,05/08(日),13:03,栃木,2-1,横浜FC,栃木グ,"6,105",スカパー／ｅ２／スカパー光／とちぎテレビ（録）／ひかりＴＶ
2011,Ｊ２,第１１節第１日,05/08(日),13:03,鳥栖,2-1,大分,ベアスタ,"8,614",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１１節第１日,05/08(日),13:04,草津,1-2,岡山,正田スタ,"2,416",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１１節第１日,05/08(日),13:05,徳島,2-1,京都,鳴門大塚,"4,694",スカパー／ｅ２／スカパー光／ＮＨＫ徳島
2011,Ｊ２,第１１節第１日,05/08(日),16:03,湘南,1-1,愛媛,平塚,"7,159",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１１節第１日,05/08(日),16:03,熊本,1-0,札幌,熊本,"5,709",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第１１節第１日,05/08(日),16:04,Ｆ東京,1-0,富山,味スタ,"14,174",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１１節第１日,05/08(日),19:03,鳥取,0-1,千葉,とりスタ,"3,560",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１１節第１日,05/08(日),19:03,北九州,1-0,水戸,本城,"3,199",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１１節第１日,05/08(日),19:04,岐阜,1-3,東京Ｖ,長良川,"3,083",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１２節第１日,05/14(土),13:05,水戸,0-0,熊本,Ｋｓスタ,"2,694",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１２節第１日,05/14(土),14:02,愛媛,0-1,徳島,ニンスタ,"5,622",スカパー／ｅ２（録）／スカパー光／ＮＨＫ松山／ＮＨＫ徳島
2011,Ｊ２,第１２節第１日,05/14(土),14:03,東京Ｖ,4-0,北九州,味スタ,"3,126",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１２節第１日,05/14(土),14:03,横浜FC,1-1,岐阜,ニッパ球,"3,174",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１２節第１日,05/14(土),16:05,草津,2-1,Ｆ東京,正田スタ,"6,520",スカパー／ｅ２／スカパー光／群馬テレビ（録）
2011,Ｊ２,第１２節第２日,05/15(日),13:04,京都,0-0,富山,西京極,"5,464",スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
2011,Ｊ２,第１２節第２日,05/15(日),13:05,大分,1-0,栃木,大銀ド,"7,133",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１２節第２日,05/15(日),14:03,札幌,2-0,鳥取,札幌ド,"9,326",スカパー／ｅ２／スカパー光／ＮＨＫ札幌
2011,Ｊ２,第１２節第２日,05/15(日),16:03,千葉,2-1,岡山,フクアリ,"10,330",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１２節第２日,05/15(日),16:03,湘南,1-0,鳥栖,平塚,"6,658",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１３節第１日,05/21(土),13:04,鳥栖,1-0,札幌,ベアスタ,"4,248",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１３節第１日,05/21(土),13:04,熊本,1-1,千葉,水前寺,"4,349",スカパー／ｅ２／スカパー光／熊本県民テレビ
2011,Ｊ２,第１３節第１日,05/21(土),17:03,岡山,1-0,横浜FC,カンスタ,"9,374",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１３節第２日,05/22(日),13:03,栃木,1-2,愛媛,栃木グ,"3,140",スカパー／ｅ２／スカパー光／とちぎテレビ（録）
2011,Ｊ２,第１３節第２日,05/22(日),13:03,北九州,1-0,京都,本城,"2,911",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１３節第２日,05/22(日),13:04,大分,0-0,東京Ｖ,大銀ド,"7,817",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第１３節第２日,05/22(日),16:03,鳥取,1-1,水戸,とりスタ,"2,659",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１３節第２日,05/22(日),16:04,Ｆ東京,1-1,湘南,味スタ,"15,423",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１３節第２日,05/22(日),16:04,富山,2-3,草津,富山,"2,985",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１３節第２日,05/22(日),19:04,岐阜,0-2,徳島,長良川,"4,163",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１４節第１日,05/27(金),19:04,愛媛,2-0,岐阜,ニンスタ,"1,982",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第１４節第２日,05/28(土),13:05,水戸,0-5,鳥栖,Ｋｓスタ,"1,794",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１４節第２日,05/28(土),13:05,徳島,0-4,栃木,鳴門大塚,"2,165",スカパー／ｅ２／スカパー光／四国放送／ひかりＴＶ
2011,Ｊ２,第１４節第２日,05/28(土),16:03,横浜FC,1-2,熊本,ニッパ球,"1,853",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１４節第２日,05/28(土),16:04,京都,1-4,Ｆ東京,西京極,"5,330",スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
2011,Ｊ２,第１４節第３日,05/29(日),13:03,湘南,2-0,草津,平塚,"4,705",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１４節第３日,05/29(日),13:03,北九州,2-1,富山,本城,"1,336",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１４節第３日,05/29(日),13:04,札幌,2-1,岡山,札幌厚別,"5,567",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１４節第３日,05/29(日),16:03,千葉,3-2,大分,フクアリ,"7,216",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１４節第３日,05/29(日),16:03,東京Ｖ,0-0,鳥取,国立,"2,322",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１５節第１日,06/04(土),13:03,栃木,0-0,水戸,栃木グ,"3,931",スカパー／ｅ２／スカパー光／とちぎテレビ（録）
2011,Ｊ２,第１５節第１日,06/04(土),13:04,鳥栖,1-1,徳島,ベアスタ,"5,242",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１５節第１日,06/04(土),15:04,横浜FC,2-1,東京Ｖ,ニッパ球,"4,442",スカパー／ｅ２／スカパー光／ＢＳ
2011,Ｊ２,第１５節第１日,06/04(土),16:04,草津,3-1,千葉,正田スタ,"6,054",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１５節第１日,06/04(土),16:05,大分,0-1,札幌,大銀ド,"7,788",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１５節第１日,06/04(土),17:04,富山,1-1,熊本,富山,"2,390",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第１５節第１日,06/04(土),19:03,岡山,3-0,北九州,カンスタ,"8,121",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１５節第１日,06/04(土),19:04,岐阜,0-1,湘南,長良川,"5,004",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１５節第２日,06/05(日),13:03,鳥取,2-1,京都,とりスタ,"3,406",スカパー／ｅ２／スカパー光／ＮＨＫ鳥取／ひかりＴＶ
2011,Ｊ２,第１５節第２日,06/05(日),14:04,Ｆ東京,1-1,愛媛,駒沢,"13,105",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１６節第１日,06/12(日),13:03,札幌,0-2,横浜FC,室蘭,"7,330",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第１６節第１日,06/12(日),13:04,水戸,3-0,富山,Ｋｓスタ,"2,582",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１６節第１日,06/12(日),13:04,愛媛,3-2,鳥取,ニンスタ,"2,775",スカパー／ｅ２（録）／スカパー光／ＮＨＫ松山
2011,Ｊ２,第１６節第１日,06/12(日),13:05,京都,2-0,大分,西京極,"7,045",スカパー／ｅ２／スカパー光／ＮＨＫ京都／ＫＢＳ京都（録）
2011,Ｊ２,第１６節第１日,06/12(日),15:03,北九州,0-0,鳥栖,本城,"2,524",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１６節第１日,06/12(日),16:03,東京Ｖ,1-3,草津,味スタ,"4,199",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１６節第１日,06/12(日),16:04,徳島,2-2,岡山,鳴門大塚,"4,885",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１６節第１日,06/12(日),16:05,千葉,3-1,岐阜,フクアリ,"8,802",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１６節第１日,06/12(日),19:03,湘南,0-2,栃木,平塚,"6,629",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１６節第１日,06/12(日),19:04,熊本,0-1,Ｆ東京,熊本,"5,204",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１７節第１日,06/19(日),18:03,栃木,2-1,北九州,栃木グ,"6,800",スカパー／ｅ２（録）／スカパー光／とちぎテレビ
2011,Ｊ２,第１７節第１日,06/19(日),18:03,横浜FC,1-1,千葉,ニッパ球,"7,012",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１７節第１日,06/19(日),18:03,鳥取,4-0,湘南,とりスタ,"3,509",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１７節第１日,06/19(日),18:03,岡山,0-1,水戸,カンスタ,"7,031",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１７節第１日,06/19(日),18:04,Ｆ東京,1-0,徳島,味スタ,"14,530",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１７節第１日,06/19(日),18:04,富山,1-5,東京Ｖ,富山,"2,695",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１７節第１日,06/19(日),18:04,岐阜,1-3,札幌,長良川,"3,945",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１７節第１日,06/19(日),19:03,鳥栖,1-2,愛媛,ベアスタ,"3,837",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１７節第１日,06/19(日),19:04,草津,2-4,京都,正田スタ,"3,106",スカパー／ｅ２（録）／スカパー光／群馬テレビ
2011,Ｊ２,第１７節第１日,06/19(日),19:05,大分,2-2,熊本,大銀ド,"6,637",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第１８節第１日,06/25(土),16:04,水戸,2-3,Ｆ東京,Ｋｓスタ,"5,021",スカパー／ｅ２／スカパー光／ＮＨＫ水戸＊
2011,Ｊ２,第１８節第１日,06/25(土),18:03,東京Ｖ,4-0,岡山,味スタ,"2,846",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１８節第１日,06/25(土),18:34,徳島,4-0,湘南,鳴門大塚,"3,558",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１８節第１日,06/25(土),19:03,鳥栖,2-0,岐阜,ベアスタ,"4,427",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１８節第１日,06/25(土),19:03,熊本,2-1,愛媛,熊本,"3,877",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１８節第２日,06/26(日),14:03,札幌,0-0,富山,札幌ド,"10,357",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１８節第２日,06/26(日),18:03,北九州,2-1,草津,本城,"2,340",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１８節第２日,06/26(日),18:04,京都,1-1,横浜FC,西京極,"8,075",スカパー／ｅ２／スカパー光／ＫＢＳ京都
2011,Ｊ２,第１８節第２日,06/26(日),18:05,大分,2-1,鳥取,大銀ド,"5,794",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１８節第２日,06/26(日),19:03,千葉,2-2,栃木,フクアリ,"9,611",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２節第１日,06/29(水),19:03,東京Ｖ,3-2,水戸,味スタ,"2,164",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２節第１日,06/29(水),19:03,鳥取,1-1,岐阜,とりスタ,"2,633",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２節第１日,06/29(水),19:03,鳥栖,1-2,栃木,ベアスタ,"3,917",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２節第１日,06/29(水),19:04,千葉,2-0,湘南,フクアリ,"9,228",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第２節第１日,06/29(水),19:04,富山,0-2,徳島,富山,"1,716",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２節第１日,06/29(水),19:04,京都,0-1,熊本,西京極,"4,015",スカパー／ｅ２／スカパー光／ＫＢＳ京都
2011,Ｊ２,第２節第１日,06/29(水),19:05,大分,1-0,横浜FC,大銀ド,"5,384",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２節第１日,06/29(水),19:33,岡山,0-2,Ｆ東京,カンスタ,"8,403",スカパー／ｅ２（録）／スカパー光／ひかりＴＶ
2011,Ｊ２,第２節第１日,06/29(水),19:34,草津,0-0,愛媛,正田スタ,"1,458",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１９節第１日,07/02(土),18:03,栃木,1-1,札幌,栃木グ,"4,736",スカパー／ｅ２／スカパー光／とちぎテレビ
2011,Ｊ２,第１９節第１日,07/02(土),18:03,横浜FC,0-1,徳島,ニッパ球,"3,048",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１９節第１日,07/02(土),18:03,北九州,3-0,大分,本城,"6,670",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１９節第１日,07/02(土),18:34,Ｆ東京,3-0,鳥取,味スタ,"16,337",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１９節第１日,07/02(土),19:03,湘南,1-3,東京Ｖ,平塚,"6,336",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１９節第１日,07/02(土),19:04,熊本,0-0,鳥栖,熊本,"6,795",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第１９節第１日,07/02(土),19:34,草津,1-2,水戸,正田スタ,"3,654",スカパー／ｅ２（録）／スカパー光／群馬テレビ
2011,Ｊ２,第１９節第２日,07/03(日),18:04,富山,1-2,千葉,富山,"3,529",スカパー／ｅ２／スカパー光
2011,Ｊ２,第１９節第２日,07/03(日),19:04,岐阜,3-2,京都,長良川,"3,337",スカパー／ｅ２／スカパー光／岐阜放送
2011,Ｊ２,第１９節第２日,07/03(日),19:04,愛媛,2-3,岡山,ニンスタ,"3,855",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２節第２日,07/06(水),19:03,札幌,0-0,北九州,札幌ド,"7,811",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２０節第１日,07/09(土),14:05,札幌,3-1,愛媛,札幌厚別,"5,350",スカパー／ｅ２／スカパー光／ＮＨＫ札幌／ひかりＴＶ
2011,Ｊ２,第２０節第１日,07/09(土),18:03,東京Ｖ,3-0,岐阜,味スタ,"3,296",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２０節第１日,07/09(土),18:04,水戸,0-1,横浜FC,Ｋｓスタ,"4,719",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２０節第１日,07/09(土),18:34,徳島,3-0,草津,鳴門大塚,"3,801",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２０節第１日,07/09(土),19:03,千葉,1-1,熊本,フクアリ,"9,646",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２０節第１日,07/09(土),19:03,岡山,1-1,湘南,カンスタ,"8,621",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２０節第１日,07/09(土),19:05,大分,0-0,Ｆ東京,大銀ド,"27,519",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２０節第２日,07/10(日),18:03,鳥取,0-1,北九州,とりスタ,"3,390",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２０節第２日,07/10(日),18:04,京都,1-1,栃木,西京極,"4,402",スカパー／ｅ２／スカパー光／ＫＢＳ京都
2011,Ｊ２,第２０節第２日,07/10(日),19:03,鳥栖,0-1,富山,ベアスタ,"4,357",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２１節第１日,07/16(土),14:04,札幌,2-1,水戸,札幌厚別,"4,609",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第２１節第１日,07/16(土),18:03,栃木,0-0,鳥栖,栃木グ,"4,584",スカパー／ｅ２／スカパー光／とちぎテレビ／ひかりＴＶ
2011,Ｊ２,第２１節第１日,07/16(土),18:35,徳島,2-2,東京Ｖ,鳴門大塚,"5,234",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２１節第２日,07/17(日),18:03,横浜FC,2-2,大分,ニッパ球,"4,770",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２１節第２日,07/17(日),18:03,北九州,1-2,岡山,本城,"4,686",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２１節第２日,07/17(日),18:34,Ｆ東京,4-0,岐阜,味スタ,"17,183",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２１節第２日,07/17(日),19:03,湘南,2-0,千葉,平塚,"9,340",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２１節第２日,07/17(日),19:05,熊本,1-1,富山,熊本,"25,005",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２１節第３日,07/18(月・祝),19:04,草津,0-5,鳥取,正田スタ,"1,979",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２１節第３日,07/18(月・祝),19:04,愛媛,0-2,京都,ニンスタ,"2,213",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２２節第１日,07/23(土),18:04,富山,2-0,水戸,富山,"3,310",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２２節第１日,07/23(土),18:04,岐阜,0-1,栃木,長良川,"3,218",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２２節第１日,07/23(土),19:03,千葉,2-0,札幌,フクアリ,"10,989",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２２節第１日,07/23(土),19:05,大分,3-1,湘南,大銀ド,"7,466",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２２節第２日,07/24(日),18:03,横浜FC,1-2,北九州,ニッパ球,"8,828",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２２節第２日,07/24(日),18:03,鳥取,0-2,徳島,とりスタ,"5,720",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２２節第２日,07/24(日),18:34,Ｆ東京,5-0,熊本,国立,"18,195",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第２２節第２日,07/24(日),18:34,愛媛,2-1,東京Ｖ,ニンスタ,"7,634",スカパー／ｅ２（録）／スカパー光／ひかりＴＶ
2011,Ｊ２,第２２節第２日,07/24(日),19:03,鳥栖,2-1,京都,ベアスタ,"4,825",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２２節第２日,07/24(日),19:04,岡山,1-2,草津,カンスタ,"8,344",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２３節第１日,07/30(土),18:03,栃木,0-0,岡山,栃木グ,"6,622",スカパー／ｅ２（録）／スカパー光／とちぎテレビ
2011,Ｊ２,第２３節第１日,07/30(土),18:03,北九州,1-0,Ｆ東京,本城,"6,909",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２３節第１日,07/30(土),18:34,徳島,3-1,富山,鳴門大塚,"5,189",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２３節第２日,07/31(日),15:03,札幌,1-0,岐阜,札幌厚別,"8,904",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２３節第２日,07/31(日),18:03,東京Ｖ,1-2,大分,味スタ,"3,273",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２３節第２日,07/31(日),18:04,水戸,3-1,愛媛,Ｋｓスタ,"3,032",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第２３節第２日,07/31(日),18:04,京都,1-0,鳥取,西京極,"5,204",スカパー／ｅ２（録）／スカパー光／ＫＢＳ京都
2011,Ｊ２,第２３節第２日,07/31(日),19:03,千葉,1-1,横浜FC,フクアリ,"13,602",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２３節第２日,07/31(日),19:03,湘南,1-0,熊本,平塚,"7,751",スカパー／ｅ２／スカパー光
2011,Ｊ２,第２３節第２日,07/31(日),19:04,草津,0-0,鳥栖,正田スタ,"3,544",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第３節第１日,08/05(金),19:04,徳島,0-1,北九州,鳴門大塚,"3,262",スカパー／ｅ２／スカパー光／ひかりＴＶ
2011,Ｊ２,第３節第２日,08/06(土),18:03,栃木,1-0,鳥取,栃木グ,"3,054",スカパー／ｅ２（録）／スカパー光／とちぎテレビ
2011,Ｊ２,第３節第２日,08/06(土),18:04,東京Ｖ,1-1,京都,味スタ,"3,007",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第３節第２日,08/06(土),19:03,岡山,4-0,熊本,カンスタ,"5,455",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第３節第２日,08/06(土),19:04,愛媛,1-0,富山,ニンスタ,"2,679",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第３節第２日,08/06(土),19:05,鳥栖,1-2,草津,ベアスタ,"4,497",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第３節第３日,08/07(日),18:03,横浜FC,1-0,水戸,ニッパ球,"3,934",スカパー／ｅ２（録）／スカパー光
2011,Ｊ２,第３節第３日,08/07(日),18:04,岐阜,0-2,Ｆ東京,長良川,"6,684",スカパー／ｅ２／スカパー光
