年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,TV放送
2012,Ｊ２ ,第３節第１日,03/17(土),"
														14:04","
松本
","
1-0
","
北九州
","
														松本","
														4,471",スカパー／ｅ２（録）／スカパー光／ＮＨＫ長野／ＮＨＫ北九州
2012,Ｊ２ ,第３節第１日,03/17(土),"
														16:04","
湘南
","
3-1
","
福岡
","
														ＢＭＷス","
														3,602",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第３節第１日,03/17(土),"
														16:04","
岐阜
","
0-0
","
草津
","
														長良川","
														1,836",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第３節第１日,03/17(土),"
														16:06","
富山
","
1-4
","
東京Ｖ
","
														富山","
														3,470",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第３節第１日,03/17(土),"
														18:33","
岡山
","
0-3
","
水戸
","
														カンスタ","
														5,576",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第３節第１日,03/17(土),"
														19:03","
千葉
","
3-0
","
横浜FC
","
														フクアリ","
														6,959",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第３節第１日,03/17(土),"
														19:04","
甲府
","
2-1
","
愛媛
","
														中銀スタ","
														6,161",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														13:03","
福岡
","
0-0
","
千葉
","
														レベスタ","
														5,069",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														13:04","
山形
","
2-1
","
甲府
","
														ＮＤスタ","
														5,736",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														13:04","
草津
","
0-0
","
徳島
","
														正田スタ","
														2,903",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														13:04","
町田
","
1-0
","
熊本
","
														町田","
														4,351",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														13:05","
大分
","
1-0
","
岡山
","
														大銀ド","
														7,113",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														16:03","
北九州
","
1-0
","
水戸
","
														本城","
														2,558",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														16:04","
湘南
","
2-1
","
岐阜
","
														ＢＭＷス","
														6,065",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														16:04","
愛媛
","
3-0
","
松本
","
														ニンスタ","
														3,598",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														19:03","
栃木
","
0-0
","
富山
","
														栃木グ","
														2,446",スカパー／ｅ２／スカパー光／とちぎテレビ（録）
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														19:03","
横浜FC
","
0-0
","
東京Ｖ
","
														ニッパ球","
														3,549",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第４節第１日,03/20(火・祝),"
														19:03","
鳥取
","
2-1
","
京都
","
														とりスタ","
														2,781",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第１日,03/24(土),"
														13:04","
水戸
","
0-0
","
松本
","
														Ｋｓスタ","
														2,952",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														13:03","
岡山
","
2-1
","
山形
","
														カンスタ","
														5,762",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														13:03","
福岡
","
4-0
","
鳥取
","
														レベスタ","
														4,017",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														13:04","
富山
","
2-3
","
北九州
","
														富山","
														1,692",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														13:04","
京都
","
2-1
","
町田
","
														西京極","
														4,795",スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
2012,Ｊ２ ,第５節第２日,03/25(日),"
														14:03","
横浜FC
","
0-2
","
甲府
","
														ニッパ球","
														6,071",スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														14:04","
愛媛
","
1-1
","
栃木
","
														ニンスタ","
														2,838",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														16:03","
千葉
","
3-0
","
徳島
","
														フクアリ","
														8,337",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														16:03","
東京Ｖ
","
2-0
","
草津
","
														味スタ","
														3,008",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														16:04","
熊本
","
3-3
","
湘南
","
														熊本","
														4,687",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第５節第２日,03/25(日),"
														18:04","
岐阜
","
0-2
","
大分
","
														長良川","
														2,539",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第６節第１日,04/01(日),"
														13:03","
栃木
","
2-1
","
千葉
","
														栃木グ","
														4,769",スカパー／ｅ２／スカパー光／とちぎテレビ（録）
2012,Ｊ２ ,第６節第１日,04/01(日),"
														13:03","
松本
","
0-3
","
富山
","
														松本","
														8,529",スカパー／ｅ２／スカパー光／長野放送
2012,Ｊ２ ,第６節第１日,04/01(日),"
														13:03","
鳥取
","
1-2
","
湘南
","
														とりスタ","
														2,086",スカパー／ｅ２（録）／スカパー光／日本海テレビ
2012,Ｊ２ ,第６節第１日,04/01(日),"
														13:03","
熊本
","
3-0
","
岐阜
","
														水前寺","
														3,930",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第６節第１日,04/01(日),"
														13:04","
山形
","
0-0
","
水戸
","
														ＮＤスタ","
														6,179",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第６節第１日,04/01(日),"
														13:05","
京都
","
3-2
","
福岡
","
														鴨池","
														7,224",スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
2012,Ｊ２ ,第６節第１日,04/01(日),"
														15:05","
草津
","
1-1
","
横浜FC
","
														正田スタ","
														6,891",スカパー／ｅ２／スカパー光／群馬テレビ
2012,Ｊ２ ,第６節第１日,04/01(日),"
														16:03","
甲府
","
1-2
","
北九州
","
														中銀スタ","
														9,486",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第６節第１日,04/01(日),"
														16:04","
町田
","
1-2
","
東京Ｖ
","
														町田","
														6,288",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第６節第１日,04/01(日),"
														16:04","
徳島
","
1-2
","
岡山
","
														鳴門大塚","
														5,121",スカパー／ｅ２／スカパー光／ＮＨＫ徳島
2012,Ｊ２ ,第６節第１日,04/01(日),"
														16:05","
大分
","
1-0
","
愛媛
","
														大銀ド","
														8,082",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第７節第１日,04/08(日),"
														13:03","
栃木
","
2-0
","
熊本
","
														栃木グ","
														2,999",スカパー／ｅ２／スカパー光／とちぎテレビ（録）
2012,Ｊ２ ,第７節第１日,04/08(日),"
														13:03","
東京Ｖ
","
2-0
","
徳島
","
														味スタ","
														3,110",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第７節第１日,04/08(日),"
														13:03","
岡山
","
1-0
","
松本
","
														カンスタ","
														7,877",スカパー／ｅ２／スカパー光／岡山放送
2012,Ｊ２ ,第７節第１日,04/08(日),"
														13:03","
北九州
","
1-0
","
鳥取
","
														本城","
														3,230",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第７節第１日,04/08(日),"
														13:04","
水戸
","
0-1
","
千葉
","
														Ｋｓスタ","
														5,373",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第７節第１日,04/08(日),"
														13:04","
愛媛
","
4-2
","
福岡
","
														ニンスタ","
														3,035",スカパー／ｅ２／スカパー光／ＮＨＫ松山
2012,Ｊ２ ,第７節第１日,04/08(日),"
														16:03","
横浜FC
","
1-2
","
山形
","
														ニッパ球","
														5,014",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第７節第１日,04/08(日),"
														16:03","
甲府
","
1-0
","
大分
","
														中銀スタ","
														9,651",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第７節第１日,04/08(日),"
														16:04","
湘南
","
2-0
","
町田
","
														ＢＭＷス","
														7,035",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第７節第１日,04/08(日),"
														16:04","
富山
","
1-2
","
草津
","
														富山","
														2,696",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第７節第１日,04/08(日),"
														16:04","
岐阜
","
0-1
","
京都
","
														長良川","
														3,408",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第８節第１日,04/15(日),"
														13:04","
山形
","
1-0
","
富山
","
														ＮＤスタ","
														6,460",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第８節第１日,04/15(日),"
														13:04","
町田
","
0-3
","
栃木
","
														町田","
														3,682",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第８節第１日,04/15(日),"
														13:04","
熊本
","
0-3
","
松本
","
														水前寺","
														5,472",スカパー／ｅ２／スカパー光／熊本放送
2012,Ｊ２ ,第８節第１日,04/15(日),"
														13:08","
草津
","
1-0
","
愛媛
","
														正田スタ","
														2,488",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第８節第１日,04/15(日),"
														14:05","
京都
","
1-0
","
東京Ｖ
","
														西京極","
														8,741",スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
2012,Ｊ２ ,第８節第１日,04/15(日),"
														16:03","
千葉
","
0-0
","
岡山
","
														フクアリ","
														9,056",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第８節第１日,04/15(日),"
														16:03","
鳥取
","
0-0
","
甲府
","
														とりスタ","
														2,526",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第８節第１日,04/15(日),"
														16:03","
福岡
","
1-1
","
水戸
","
														レベスタ","
														4,878",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第８節第１日,04/15(日),"
														16:04","
湘南
","
3-2
","
横浜FC
","
														ＢＭＷス","
														7,111",スカパー／ｅ２／スカパー光／テレビ神奈川
2012,Ｊ２ ,第８節第１日,04/15(日),"
														16:04","
岐阜
","
1-0
","
北九州
","
														長良川","
														2,920",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第８節第１日,04/15(日),"
														16:05","
大分
","
0-0
","
徳島
","
														大銀ド","
														7,607",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第９節第１日,04/22(日),"
														13:03","
栃木
","
1-1
","
岐阜
","
														栃木グ","
														2,607",スカパー／ｅ２／スカパー光／とちぎテレビ（録）
2012,Ｊ２ ,第９節第１日,04/22(日),"
														13:04","
甲府
","
1-1
","
町田
","
														中銀スタ","
														7,451",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第９節第１日,04/22(日),"
														13:04","
愛媛
","
0-0
","
熊本
","
														ニンスタ","
														1,950",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第９節第１日,04/22(日),"
														13:04","
北九州
","
0-1
","
山形
","
														本城","
														3,286",スカパー／ｅ２／スカパー光／ＮＨＫ北九州／ＮＨＫ山形
2012,Ｊ２ ,第９節第１日,04/22(日),"
														13:05","
水戸
","
1-0
","
草津
","
														Ｋｓスタ","
														3,999",スカパー／ｅ２（録）／スカパー光／ＮＨＫ水戸
2012,Ｊ２ ,第９節第１日,04/22(日),"
														14:03","
横浜FC
","
2-1
","
京都
","
														ニッパ球","
														7,329",スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
2012,Ｊ２ ,第９節第１日,04/22(日),"
														14:33","
東京Ｖ
","
1-2
","
湘南
","
														駒沢","
														6,544",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第９節第１日,04/22(日),"
														16:03","
松本
","
1-0
","
千葉
","
														松本","
														6,740",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第９節第１日,04/22(日),"
														16:03","
岡山
","
2-0
","
鳥取
","
														カンスタ","
														5,851",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第９節第１日,04/22(日),"
														16:04","
富山
","
2-3
","
大分
","
														富山","
														2,003",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第９節第１日,04/22(日),"
														18:04","
徳島
","
0-4
","
福岡
","
														鳴門大塚","
														2,103",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:03","
千葉
","
1-1
","
富山
","
														フクアリ","
														6,235",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:03","
福岡
","
1-3
","
東京Ｖ
","
														レベスタ","
														3,262",スカパー／ｅ２／スカパー光／テレビ西日本（録）
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:03","
熊本
","
0-0
","
岡山
","
														熊本","
														3,198",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:04","
山形
","
2-1
","
栃木
","
														ＮＤスタ","
														5,036",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:04","
草津
","
0-2
","
北九州
","
														正田スタ","
														1,447",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:04","
町田
","
0-1
","
松本
","
														町田","
														3,859",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:04","
湘南
","
1-2
","
水戸
","
														ＢＭＷス","
														4,850",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:04","
岐阜
","
0-2
","
横浜FC
","
														長良川","
														3,540",スカパー／ｅ２（録）／スカパー光／岐阜放送
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:04","
京都
","
1-2
","
大分
","
														西京極","
														5,021",スカパー／ｅ２／スカパー光／ＫＢＳ京都
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:04","
徳島
","
0-2
","
甲府
","
														鳴門大塚","
														2,710",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１０節第１日,04/27(金),"
														19:33","
鳥取
","
1-4
","
愛媛
","
														とりスタ","
														2,245",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														13:03","
栃木
","
0-1
","
鳥取
","
														栃木グ","
														3,827",スカパー／ｅ２（録）／スカパー光
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														13:04","
水戸
","
2-1
","
徳島
","
														Ｋｓスタ","
														4,222",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														13:04","
横浜FC
","
2-4
","
町田
","
														ニッパ球","
														7,118",スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														13:06","
大分
","
0-0
","
熊本
","
														大銀ド","
														12,595",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														14:03","
愛媛
","
2-1
","
湘南
","
														ニンスタ","
														3,520",スカパー／ｅ２／スカパー光／あいテレビ
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														15:03","
北九州
","
1-2
","
千葉
","
														本城","
														2,112",スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														15:04","
松本
","
0-0
","
京都
","
														松本","
														12,154",スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１／長野朝日放送
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														16:03","
岡山
","
2-1
","
草津
","
														カンスタ","
														7,139",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														16:04","
甲府
","
1-1
","
福岡
","
														中銀スタ","
														10,070",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														16:04","
富山
","
1-0
","
岐阜
","
														富山","
														3,466",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１１節第１日,04/30(月・休),"
														17:04","
東京Ｖ
","
0-2
","
山形
","
														味スタ","
														6,114",スカパー／ｅ２／スカパー光／ＮＨＫ　ＢＳ１
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														13:03","
福岡
","
1-1
","
大分
","
														レベスタ","
														7,637",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														13:04","
山形
","
2-2
","
愛媛
","
														ＮＤスタ","
														7,002",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														13:04","
京都
","
1-0
","
栃木
","
														西京極","
														6,403",スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														13:04","
熊本
","
0-2
","
東京Ｖ
","
														熊本","
														5,775",スカパー／ｅ２／スカパー光／ＮＨＫ熊本
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														16:03","
横浜FC
","
0-1
","
岡山
","
														ニッパ球","
														2,803",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														16:03","
鳥取
","
1-0
","
富山
","
														とりスタ","
														2,551",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														16:04","
草津
","
0-2
","
千葉
","
														正田スタ","
														3,260",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														16:04","
徳島
","
1-0
","
松本
","
														鳴門大塚","
														5,272",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														18:34","
湘南
","
1-1
","
甲府
","
														ＢＭＷス","
														8,114",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														19:04","
町田
","
0-1
","
北九州
","
														町田","
														3,021",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１２節第１日,05/03(木・祝),"
														19:05","
岐阜
","
0-1
","
水戸
","
														長良川","
														5,232",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														13:04","
甲府
","
0-3
","
京都
","
														中銀スタ","
														9,563",スカパー／ｅ２／スカパー光／山梨放送
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														13:04","
富山
","
1-1
","
町田
","
														富山","
														2,101",スカパー／ｅ２／スカパー光／富山テレビ
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														13:04","
徳島
","
1-1
","
熊本
","
														鳴門大塚","
														4,027",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														14:04","
大分
","
3-0
","
鳥取
","
														大銀ド","
														8,085",スカパー／ｅ２／スカパー光／テレビ大分
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														16:03","
千葉
","
1-0
","
愛媛
","
														フクアリ","
														10,967",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														16:03","
松本
","
1-1
","
湘南
","
														松本","
														8,323",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														16:03","
岡山
","
0-1
","
岐阜
","
														カンスタ","
														9,534",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														18:34","
山形
","
1-0
","
草津
","
														ＮＤスタ","
														7,102",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														19:03","
北九州
","
1-2
","
横浜FC
","
														本城","
														3,702",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１３節第１日,05/06(日),"
														19:04","
水戸
","
0-2
","
東京Ｖ
","
														Ｋｓスタ","
														4,170",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１４節第１日,05/12(土),"
														14:04","
愛媛
","
2-2
","
北九州
","
														ニンスタ","
														3,724",スカパー／ｅ２／スカパー光／ＮＨＫ松山
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														13:03","
東京Ｖ
","
0-1
","
岡山
","
														味スタ","
														3,515",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														13:03","
福岡
","
1-1
","
山形
","
														レベスタ","
														4,040",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														13:04","
草津
","
1-2
","
栃木
","
														正田スタ","
														4,024",スカパー／ｅ２（スカイ・Ａ　ｓｐｏｒｔｓ＋）／スカパー光
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														13:04","
町田
","
1-6
","
千葉
","
														町田","
														6,173",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														13:04","
横浜FC
","
3-0
","
富山
","
														ニッパ球","
														5,259",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														16:03","
鳥取
","
2-1
","
水戸
","
														とりスタ","
														2,501",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														16:04","
湘南
","
1-1
","
大分
","
														ＢＭＷス","
														6,111",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														16:04","
熊本
","
0-0
","
甲府
","
														熊本","
														4,182",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														16:05","
京都
","
2-1
","
徳島
","
														西京極","
														5,881",スカパー／ｅ２／スカパー光／ＫＢＳ京都（録）
2012,Ｊ２ ,第１４節第２日,05/13(日),"
														19:04","
岐阜
","
0-1
","
松本
","
														長良川","
														5,088",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１３節第２日,05/17(木),"
														19:30","
栃木
","
2-0
","
福岡
","
														栃木グ","
														3,718",スカパー／ｅ２／スカパー光／とちぎテレビ（録）
2012,Ｊ２ ,第１５節第１日,05/20(日),"
														13:03","
北九州
","
1-5
","
東京Ｖ
","
														本城","
														3,491",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１５節第１日,05/20(日),"
														13:04","
山形
","
2-1
","
岐阜
","
														ＮＤスタ","
														8,070",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１５節第１日,05/20(日),"
														13:04","
水戸
","
0-2
","
愛媛
","
														Ｋｓスタ","
														4,303",スカパー／ｅ２／スカパー光
2012,Ｊ２ ,第１５節第１日,05/20(日),"
														13:04","
松本
","
0-2
","
横浜FC
","
														松本","
														13,062",スカパー／ｅ２／スカパー光／ＮＨＫ長野
2012,Ｊ２ ,第１５節第１日,05/20(日),"
														13:04","
徳島
","
3-0
","
鳥取
","
														鳴門大塚","
														3,933",スカパー／ｅ２／スカパー光／ＮＨＫ徳島
