年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,TV放送
2005,Ｊ２,第７節第２日,04/16(土),13:04,山形,1-1,湘南,Ｊヴィレ,"1,647",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第７節第２日,04/16(土),14:00,水戸,1-0,草津,笠松,"4,419",ＮＨＫ水戸＊／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第７節第２日,04/16(土),14:04,京都,0-0,札幌,鴨池,"7,437",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第７節第２日,04/16(土),14:04,福岡,1-0,横浜FC,博多球,"7,906",スカイパーフェクＴＶ！
2005,Ｊ２,第７節第３日,04/17(日),14:00,仙台,0-2,鳥栖,仙台,"13,904",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第８節第１日,04/23(土),13:04,札幌,1-1,福岡,札幌ド,"9,767",北海道放送／Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第８節第１日,04/23(土),14:00,草津,0-2,仙台,群馬サ,"4,134",群馬テレビ（録）／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第８節第１日,04/23(土),14:00,鳥栖,0-2,山形,鳥栖,"5,104",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第８節第１日,04/23(土),14:04,横浜FC,1-1,徳島,三ツ沢,"5,024",スカイパーフェクＴＶ！
2005,Ｊ２,第８節第１日,04/23(土),14:04,甲府,0-3,京都,小瀬,"5,536",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第８節第１日,04/23(土),19:01,湘南,3-1,水戸,平塚,"5,862",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第９節第１日,04/30(土),14:00,山形,0-1,水戸,山形県,"6,249",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第９節第１日,04/30(土),14:00,草津,0-2,鳥栖,群馬サ,"3,043",群馬テレビ（録）／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第９節第１日,04/30(土),14:04,仙台,3-0,湘南,仙台,"13,457",スカイパーフェクＴＶ！
2005,Ｊ２,第９節第１日,04/30(土),14:04,横浜FC,1-3,甲府,三ツ沢,"3,684",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第９節第１日,04/30(土),14:04,徳島,1-1,札幌,鳴門,"5,689",ＮＨＫ徳島／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第９節第１日,04/30(土),14:04,福岡,0-0,京都,博多球,"10,239",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第１０節第１日,05/03(火・祝),14:05,京都,1-0,徳島,西京極,"11,727",ＫＢＳ京都／四国放送／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１０節第２日,05/04(水・祝),13:04,水戸,0-1,鳥栖,笠松,"3,512",ＮＨＫ水戸＊／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１０節第２日,05/04(水・祝),14:02,湘南,1-1,草津,平塚,"10,353",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１０節第２日,05/04(水・祝),14:03,札幌,1-0,横浜FC,札幌ド,"14,229",北海道テレビ／スカイパーフェクＴＶ！
2005,Ｊ２,第１０節第２日,05/04(水・祝),14:04,福岡,0-1,甲府,博多球,"8,788",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第１０節第２日,05/04(水・祝),16:04,仙台,0-1,山形,仙台,"19,128",ＮＨＫ仙台／スカイパーフェクＴＶ！／ＮＨＫ山形（録）
2005,Ｊ２,第１１節第１日,05/07(土),14:01,甲府,4-1,草津,松本,"9,701",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１１節第１日,05/07(土),14:02,水戸,2-2,仙台,笠松,"4,651",ＮＨＫ水戸＊／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１１節第１日,05/07(土),14:04,山形,3-0,札幌,山形県,"4,528",スカイパーフェクＴＶ！
2005,Ｊ２,第１１節第１日,05/07(土),14:04,横浜FC,1-2,京都,三ツ沢,"3,347",Ｊ　ＳＰＯＲＴＳ／ＫＢＳ京都（録）
2005,Ｊ２,第１１節第１日,05/07(土),14:05,徳島,2-2,福岡,鳴門,"4,124",スカイパーフェクＴＶ！
2005,Ｊ２,第１１節第２日,05/08(日),14:00,鳥栖,0-0,湘南,鳥栖,"7,659",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１２節第１日,05/14(土),13:04,福岡,0-0,山形,博多球,"10,217",Ｊ　ＳＰＯＲＴＳ／テレビ西日本（録）
2005,Ｊ２,第１２節第１日,05/14(土),14:01,草津,1-1,横浜FC,群馬サ,"3,126",群馬テレビ（録）／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１２節第１日,05/14(土),14:01,湘南,1-1,徳島,平塚,"4,112",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１２節第１日,05/14(土),14:04,札幌,2-0,水戸,札幌厚別,"6,807",北海道文化放送／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１２節第１日,05/14(土),14:04,仙台,2-1,甲府,仙台,"11,695",東日本放送／スカイパーフェクＴＶ！
2005,Ｊ２,第１２節第１日,05/14(土),14:04,京都,0-3,鳥栖,西京極,"7,235",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第１３節第１日,05/21(土),14:00,湘南,0-3,札幌,平塚,"5,220",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１３節第１日,05/21(土),14:01,鳥栖,1-0,仙台,鳥栖,"8,324",ＮＨＫ佐賀／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１３節第１日,05/21(土),14:04,草津,0-3,京都,群馬サ,"3,287",スカイパーフェクＴＶ！／群馬テレビ（録）／ＫＢＳ京都（録）
2005,Ｊ２,第１３節第１日,05/21(土),14:04,横浜FC,1-1,福岡,三ツ沢,"4,890",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１３節第１日,05/21(土),14:04,甲府,1-1,山形,小瀬,"4,903",ＮＨＫ甲府／スカイパーフェクＴＶ！
2005,Ｊ２,第１３節第１日,05/21(土),14:04,徳島,0-1,水戸,鳴門,"4,028",ＮＨＫ徳島／ＮＨＫ水戸＊／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１４節第１日,05/27(金),19:00,水戸,2-2,横浜FC,笠松,"1,875",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１４節第２日,05/28(土),13:05,札幌,3-1,草津,札幌厚別,"7,693",テレビ北海道／スカイパーフェクＴＶ！
2005,Ｊ２,第１４節第２日,05/28(土),14:03,山形,1-3,鳥栖,山形県,"4,795",山形放送／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１４節第２日,05/28(土),14:04,京都,2-1,湘南,西京極,"8,539",ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１４節第２日,05/28(土),14:04,福岡,2-1,仙台,博多球,"7,299",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第１４節第２日,05/28(土),14:05,甲府,5-0,徳島,小瀬,"5,048",山梨放送／スカイパーフェクＴＶ！
2005,Ｊ２,第１５節第１日,06/03(金),19:04,徳島,2-0,横浜FC,鳴門,"4,589",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１５節第２日,06/04(土),14:00,鳥栖,2-2,甲府,鳥栖,"7,505",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１５節第２日,06/04(土),14:01,草津,1-1,水戸,群馬サ,"2,724",群馬テレビ（録）／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１５節第２日,06/04(土),14:03,山形,1-3,京都,山形県,"5,077",山形テレビ／Ｊ　ＳＰＯＲＴＳ／ＫＢＳ京都（録）
2005,Ｊ２,第１５節第２日,06/04(土),14:04,仙台,4-0,札幌,仙台,"13,754",ミヤギテレビ／スカイパーフェクＴＶ！
2005,Ｊ２,第１５節第２日,06/04(土),19:04,湘南,0-2,福岡,平塚,"5,166",スカイパーフェクＴＶ！
2005,Ｊ２,第１６節第１日,06/11(土),14:00,札幌,0-0,徳島,札幌ド,"12,675",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１６節第１日,06/11(土),14:01,鳥栖,0-1,草津,鳥栖,"9,404",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１６節第１日,06/11(土),14:04,横浜FC,1-3,仙台,三ツ沢,"5,206",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第１６節第１日,06/11(土),14:04,京都,3-2,福岡,西京極,"4,289",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第１６節第１日,06/11(土),18:34,甲府,2-2,湘南,小瀬,"6,199",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１６節第２日,06/12(日),14:04,水戸,1-2,山形,笠松,"2,936",ＮＨＫ水戸＊／スカイパーフェクＴＶ！
2005,Ｊ２,第１７節第１日,06/18(土),14:01,草津,1-2,甲府,群馬サ,"3,527",群馬テレビ（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１７節第１日,06/18(土),14:01,湘南,4-3,鳥栖,平塚,"4,280",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１７節第１日,06/18(土),14:04,徳島,1-2,京都,鳴門,"4,615",ＮＨＫ徳島／Ｊ　ＳＰＯＲＴＳ／ＮＨＫ京都（録）／ＫＢＳ京都（録）
2005,Ｊ２,第１７節第１日,06/18(土),14:04,福岡,0-3,札幌,博多球,"8,830",スカイパーフェクＴＶ！
2005,Ｊ２,第１７節第１日,06/18(土),19:00,仙台,1-0,水戸,仙台,"17,023",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１７節第１日,06/18(土),19:04,山形,1-1,横浜FC,山形県,"5,219",スカイパーフェクＴＶ！
2005,Ｊ２,第１８節第１日,06/24(金),19:01,水戸,0-0,福岡,笠松,"1,542",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１８節第２日,06/25(土),14:00,草津,1-0,湘南,群馬サ,"3,211",群馬テレビ（録）／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１８節第２日,06/25(土),14:04,横浜FC,1-2,札幌,日産ス,"12,849",スカイパーフェクＴＶ！
2005,Ｊ２,第１８節第２日,06/25(土),14:04,京都,3-2,甲府,西京極,"8,831",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第１８節第２日,06/25(土),19:00,鳥栖,1-1,徳島,鳥栖,"11,631",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第１８節第２日,06/25(土),19:04,山形,0-0,仙台,山形県,"19,418",Ｊ　ＳＰＯＲＴＳ／ＮＨＫ山形（録）
2005,Ｊ２,第１９節第１日,07/02(土),14:03,札幌,0-2,山形,札幌厚別,"8,497",北海道テレビ／Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第１９節第１日,07/02(土),18:34,甲府,2-1,福岡,小瀬,"7,061",スカイパーフェクＴＶ！
2005,Ｊ２,第１９節第１日,07/02(土),19:00,鳥栖,0-1,水戸,鳥栖,"10,109",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１９節第１日,07/02(土),19:04,湘南,1-0,仙台,平塚,"6,176",スカイパーフェクＴＶ！
2005,Ｊ２,第１９節第１日,07/02(土),19:04,徳島,2-1,草津,鳴門,"3,008",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第１９節第１日,07/02(土),19:05,京都,1-0,横浜FC,西京極,"6,859",ＫＢＳ京都／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２０節第１日,07/08(金),19:00,水戸,4-1,湘南,笠松,"1,371",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２０節第２日,07/09(土),13:04,札幌,3-1,甲府,札幌厚別,"7,614",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第２０節第２日,07/09(土),19:00,山形,1-1,草津,山形県,"6,074",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２０節第２日,07/09(土),19:00,横浜FC,2-2,鳥栖,三ツ沢,"2,863",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２０節第２日,07/09(土),19:04,仙台,3-1,京都,仙台,"18,112",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第２０節第２日,07/09(土),19:04,福岡,3-1,徳島,博多球,"6,620",スカイパーフェクＴＶ！
2005,Ｊ２,第２１節第１日,07/13(水),19:00,甲府,0-1,横浜FC,小瀬,"5,136",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２１節第１日,07/13(水),19:00,鳥栖,0-1,札幌,鳥栖,"6,951",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２１節第１日,07/13(水),19:04,湘南,2-1,山形,平塚,"5,738",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２１節第１日,07/13(水),19:04,京都,1-1,水戸,西京極,"6,951",ＫＢＳ京都／スカイパーフェクＴＶ！
2005,Ｊ２,第２１節第１日,07/13(水),19:04,徳島,3-3,仙台,鳴門,"3,028",スカイパーフェクＴＶ！
2005,Ｊ２,第２１節第１日,07/13(水),19:05,草津,1-2,福岡,群馬陸,"7,314",群馬テレビ／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２２節第１日,07/16(土),13:04,札幌,0-1,京都,室蘭,"5,750",Ｊ　ＳＰＯＲＴＳ／ＫＢＳ京都（録）
2005,Ｊ２,第２２節第１日,07/16(土),19:00,横浜FC,0-0,湘南,三ツ沢,"5,791",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２２節第１日,07/16(土),19:00,福岡,3-2,鳥栖,博多球,"13,069",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２２節第１日,07/16(土),19:04,山形,2-2,徳島,山形県,"5,084",スカイパーフェクＴＶ！
2005,Ｊ２,第２２節第２日,07/17(日),18:04,仙台,4-0,草津,仙台,"19,021",スカイパーフェクＴＶ！
2005,Ｊ２,第２２節第２日,07/17(日),19:00,水戸,1-0,甲府,笠松,"4,287",ＮＨＫ水戸＊（録）／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２３節第１日,07/29(金),19:05,草津,1-0,鳥栖,群馬陸,"2,604",群馬テレビ／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２３節第２日,07/30(土),18:04,京都,0-1,山形,西京極,"9,721",ＫＢＳ京都／スカイパーフェクＴＶ！
2005,Ｊ２,第２３節第２日,07/30(土),18:34,甲府,2-1,仙台,小瀬,"7,373",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第２３節第２日,07/30(土),19:01,横浜FC,1-0,水戸,三ツ沢,"8,080",スカイパーフェクＴＶ！
2005,Ｊ２,第２３節第２日,07/30(土),19:04,徳島,1-1,札幌,鳴門,"4,012",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２３節第２日,07/30(土),19:04,福岡,2-0,湘南,博多球,"10,613",スカイパーフェクＴＶ！
2005,Ｊ２,第２４節第１日,08/02(火),19:00,札幌,1-2,横浜FC,札幌ド,"20,374",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２４節第１日,08/02(火),19:01,水戸,1-1,徳島,笠松,"2,213",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２４節第１日,08/02(火),19:02,湘南,1-0,草津,平塚,"4,263",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２４節第１日,08/02(火),19:04,仙台,2-2,福岡,仙台,"16,452",スカイパーフェクＴＶ！
2005,Ｊ２,第２４節第１日,08/02(火),19:04,山形,1-2,甲府,山形県,"4,393",スカイパーフェクＴＶ！
2005,Ｊ２,第２４節第１日,08/02(火),19:04,鳥栖,3-2,京都,鳥栖,"4,467",スカイパーフェクＴＶ！／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２５節第１日,08/06(土),18:34,甲府,1-2,京都,小瀬,"6,605",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第２５節第１日,08/06(土),19:00,福岡,3-0,水戸,博多球,"9,025",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２５節第１日,08/06(土),19:04,仙台,1-0,鳥栖,仙台,"16,259",スカイパーフェクＴＶ！
2005,Ｊ２,第２５節第１日,08/06(土),19:04,横浜FC,1-2,山形,三ツ沢,"7,786",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第２５節第１日,08/06(土),19:04,徳島,3-1,湘南,鳴門,"7,621",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２５節第１日,08/06(土),19:05,草津,1-2,札幌,群馬陸,"6,613",群馬テレビ／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２６節第１日,08/13(土),14:04,札幌,2-1,仙台,札幌厚別,"9,345",スカイパーフェクＴＶ！
2005,Ｊ２,第２６節第１日,08/13(土),19:00,水戸,1-1,草津,笠松,"5,438",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２６節第１日,08/13(土),19:00,鳥栖,4-1,横浜FC,鳥栖,"11,132",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２６節第１日,08/13(土),19:04,山形,1-1,福岡,山形県,"4,821",スカイパーフェクＴＶ！
2005,Ｊ２,第２６節第１日,08/13(土),19:04,湘南,1-1,甲府,平塚,"5,313",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第２６節第１日,08/13(土),19:05,京都,2-0,徳島,西京極,"6,771",ＫＢＳ京都／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２７節第１日,08/20(土),18:30,甲府,1-0,草津,小瀬,"7,128",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２７節第１日,08/20(土),19:00,仙台,0-0,横浜FC,仙台,"19,094",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２７節第１日,08/20(土),19:00,湘南,1-1,水戸,平塚,"4,621",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２７節第１日,08/20(土),19:04,徳島,2-1,鳥栖,鳴門,"3,596",スカイパーフェクＴＶ！
2005,Ｊ２,第２７節第１日,08/20(土),19:04,福岡,2-1,京都,博多球,"13,348",スカイパーフェクＴＶ！／ＫＢＳ京都（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２８節第１日,08/26(金),19:02,水戸,1-0,札幌,笠松,"2,172",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２８節第１日,08/26(金),19:04,草津,0-0,山形,群馬陸,"4,302",群馬テレビ／Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第２８節第２日,08/27(土),19:00,鳥栖,1-2,湘南,鳥栖,"7,014",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２８節第２日,08/27(土),19:04,横浜FC,3-4,甲府,三ツ沢,"8,629",スカイパーフェクＴＶ！
2005,Ｊ２,第２８節第２日,08/27(土),19:04,京都,3-1,仙台,西京極,"8,393",ＫＢＳ京都／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２８節第２日,08/27(土),19:04,徳島,2-0,福岡,鳴門,"4,062",スカイパーフェクＴＶ！
2005,Ｊ２,第２９節第１日,08/31(水),19:00,札幌,2-0,湘南,札幌ド,"13,056",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２９節第１日,08/31(水),19:00,山形,3-0,水戸,山形県,"3,572",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２９節第１日,08/31(水),19:00,福岡,1-0,草津,博多球,"9,409",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２９節第１日,08/31(水),19:04,仙台,2-2,徳島,仙台,"11,818",スカイパーフェクＴＶ！／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第２９節第１日,08/31(水),19:04,横浜FC,1-1,京都,三ツ沢,"6,597",スカイパーフェクＴＶ！／ＫＢＳ京都（録）
2005,Ｊ２,第２９節第１日,08/31(水),19:04,甲府,1-1,鳥栖,小瀬,"5,008",スカイパーフェクＴＶ！
2005,Ｊ２,第３０節第１日,09/04(日),18:04,仙台,0-0,山形,仙台,"17,710",スカイパーフェクＴＶ！／ＮＨＫ仙台（録）
2005,Ｊ２,第３０節第１日,09/04(日),18:04,水戸,1-1,京都,笠松,"2,218",Ｊ　ＳＰＯＲＴＳ／ＫＢＳ京都（録）
2005,Ｊ２,第３０節第１日,09/04(日),18:31,甲府,0-1,札幌,小瀬,"7,753",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第３０節第１日,09/04(日),19:00,湘南,1-2,横浜FC,平塚,"14,203",Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第３０節第１日,09/04(日),19:04,鳥栖,1-1,福岡,鳥栖,"11,614",スカイパーフェクＴＶ！
2005,Ｊ２,第３０節第１日,09/04(日),19:05,草津,1-0,徳島,群馬陸,"5,212",群馬テレビ／スカイパーフェクＴＶ！（録）
2005,Ｊ２,第３１節第１日,09/10(土),14:04,札幌,0-3,鳥栖,札幌厚別,"8,906",Ｊ　ＳＰＯＲＴＳ
2005,Ｊ２,第３１節第１日,09/10(土),18:04,京都,6-0,草津,西京極,"8,251",ＫＢＳ京都／スカイパーフェクＴＶ！
2005,Ｊ２,第３１節第１日,09/10(土),19:00,水戸,0-2,仙台,笠松,"8,158",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第３１節第１日,09/10(土),19:01,福岡,3-0,横浜FC,博多球,"16,280",福岡放送（録）／Ｊ　ＳＰＯＲＴＳ（録）
2005,Ｊ２,第３１節第１日,09/10(土),19:05,徳島,1-3,甲府,鳴門,"4,088",スカイパーフェクＴＶ！
2005,Ｊ２,第３１節第２日,09/11(日),18:00,山形,1-1,湘南,山形県,"5,526",スカイパーフェクＴＶ！（録）
2005,Ｊ２,第２７節第２日,09/14(水),19:04,山形,1-0,札幌,山形県,"3,342",スカイパーフェクＴＶ！
2005,Ｊ２,第３２節第１日,09/17(土),14:01,横浜FC,2-3,徳島,三ツ沢,"6,823",スカイパーフェクＴＶ！（録）
