年度,大会,節,試合日,K/O時刻,ホーム,スコア,アウェイ,スタジアム,入場者数,TV放送
2003,Ｊ２ ,第２節第３日,03/23(日),"
														13:01","
鳥栖
","
3-4
","
広島
","
														鳥栖","
														5,303",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第３節第１日,03/29(土),"
														14:00","
甲府
","
1-0
","
湘南
","
														小瀬","
														4,274",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第３節第１日,03/29(土),"
														14:00","
福岡
","
0-2
","
川崎Ｆ
","
														博多球","
														4,269",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第３節第１日,03/29(土),"
														14:01","
大宮
","
1-0
","
鳥栖
","
														大宮","
														3,790",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第３節第１日,03/29(土),"
														14:04","
札幌
","
2-4
","
水戸
","
														札幌ド","
														13,198",札幌テレビ／スカイパーフェクＴＶ！
2003,Ｊ２ ,第３節第１日,03/29(土),"
														14:04","
横浜FC
","
1-0
","
新潟
","
														三ツ沢","
														5,922",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第３節第１日,03/29(土),"
														14:04","
広島
","
2-1
","
山形
","
														広島ス","
														5,654",スカイパーフェクＴＶ！
2003,Ｊ２ ,第４節第１日,04/05(土),"
														14:01","
山形
","
1-1
","
横浜FC
","
														山形県","
														2,886",ＮＨＫ山形／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第４節第１日,04/05(土),"
														14:03","
水戸
","
0-2
","
大宮
","
														ひたちな","
														1,337",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第４節第１日,04/05(土),"
														14:04","
川崎Ｆ
","
1-1
","
甲府
","
														等々力","
														2,438",スカイパーフェクＴＶ！
2003,Ｊ２ ,第４節第１日,04/05(土),"
														14:04","
新潟
","
0-1
","
札幌
","
														新潟陸","
														10,674",ＮＨＫ新潟／スカイパーフェクＴＶ！／ＮＨＫ札幌（録）／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第４節第１日,04/05(土),"
														15:00","
鳥栖
","
2-3
","
福岡
","
														鳥栖","
														4,511",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第４節第１日,04/05(土),"
														15:04","
湘南
","
0-1
","
広島
","
														平塚","
														3,065",スカイパーフェクＴＶ！
2003,Ｊ２ ,第５節第１日,04/09(水),"
														18:59","
福岡
","
3-2
","
横浜FC
","
														博多球","
														3,448",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第５節第１日,04/09(水),"
														19:00","
川崎Ｆ
","
5-1
","
山形
","
														等々力","
														3,658",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第５節第１日,04/09(水),"
														19:00","
湘南
","
2-1
","
鳥栖
","
														平塚","
														2,772",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第５節第１日,04/09(水),"
														19:04","
大宮
","
1-1
","
札幌
","
														大宮","
														3,106",Ｊスカイスポーツ
2003,Ｊ２ ,第５節第１日,04/09(水),"
														19:04","
甲府
","
1-3
","
新潟
","
														小瀬","
														3,350",スカイパーフェクＴＶ！
2003,Ｊ２ ,第５節第１日,04/09(水),"
														19:04","
広島
","
3-0
","
水戸
","
														広島ス","
														3,471",スカイパーフェクＴＶ！
2003,Ｊ２ ,第６節第１日,04/12(土),"
														13:04","
札幌
","
5-0
","
福岡
","
														室蘭","
														5,674",スカイパーフェクＴＶ！
2003,Ｊ２ ,第６節第１日,04/12(土),"
														14:01","
水戸
","
1-0
","
湘南
","
														ひたちな","
														2,205",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第６節第１日,04/12(土),"
														14:01","
横浜FC
","
1-5
","
甲府
","
														三ツ沢","
														2,780",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第６節第１日,04/12(土),"
														14:04","
大宮
","
2-1
","
山形
","
														大宮","
														2,271",スカイパーフェクＴＶ！
2003,Ｊ２ ,第６節第１日,04/12(土),"
														15:04","
新潟
","
1-2
","
広島
","
														新潟陸","
														8,644",新潟テレビ２１／スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第６節第２日,04/13(日),"
														13:00","
鳥栖
","
0-0
","
川崎Ｆ
","
														鳥栖","
														2,737",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第７節第１日,04/19(土),"
														13:04","
広島
","
6-1
","
横浜FC
","
														広島ビ","
														5,599",Ｊスカイスポーツ
2003,Ｊ２ ,第７節第１日,04/19(土),"
														14:00","
山形
","
4-1
","
鳥栖
","
														山形県","
														3,187",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第７節第１日,04/19(土),"
														14:00","
川崎Ｆ
","
2-2
","
水戸
","
														等々力","
														7,420",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第７節第１日,04/19(土),"
														14:01","
福岡
","
0-1
","
大宮
","
														博多球","
														3,873",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第７節第１日,04/19(土),"
														14:04","
甲府
","
2-1
","
札幌
","
														小瀬","
														4,875",スカイパーフェクＴＶ！
2003,Ｊ２ ,第７節第２日,04/20(日),"
														15:04","
湘南
","
1-2
","
新潟
","
														平塚","
														3,879",スカイパーフェクＴＶ！
2003,Ｊ２ ,第８節第１日,04/26(土),"
														14:00","
福岡
","
2-2
","
山形
","
														博多球","
														4,061",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第８節第１日,04/26(土),"
														14:01","
水戸
","
1-0
","
鳥栖
","
														ひたちな","
														2,739",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第８節第１日,04/26(土),"
														14:01","
大宮
","
0-3
","
甲府
","
														大宮","
														3,327",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第８節第１日,04/26(土),"
														14:01","
横浜FC
","
2-0
","
湘南
","
														三ツ沢","
														3,701",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第８節第１日,04/26(土),"
														14:04","
札幌
","
0-2
","
広島
","
														札幌ド","
														15,920",北海道テレビ／スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第８節第１日,04/26(土),"
														14:05","
新潟
","
1-0
","
川崎Ｆ
","
														新潟陸","
														9,543",スカイパーフェクＴＶ！
2003,Ｊ２ ,第９節第１日,04/29(火・祝),"
														13:04","
鳥栖
","
1-0
","
札幌
","
														鳥栖","
														3,315",スカイパーフェクＴＶ！
2003,Ｊ２ ,第９節第１日,04/29(火・祝),"
														14:00","
川崎Ｆ
","
1-1
","
大宮
","
														等々力","
														6,699",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第９節第１日,04/29(火・祝),"
														14:01","
水戸
","
2-0
","
横浜FC
","
														笠松","
														4,310",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第９節第１日,04/29(火・祝),"
														14:04","
山形
","
1-0
","
新潟
","
														山形県","
														10,096",山形テレビ／スカイパーフェクＴＶ！
2003,Ｊ２ ,第９節第１日,04/29(火・祝),"
														14:04","
広島
","
1-0
","
甲府
","
														広島ス","
														8,878",スカイパーフェクＴＶ！
2003,Ｊ２ ,第９節第１日,04/29(火・祝),"
														19:00","
湘南
","
1-2
","
福岡
","
														平塚","
														6,173",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１０節第１日,05/04(日),"
														14:00","
大宮
","
0-0
","
湘南
","
														大宮","
														5,618",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１０節第２日,05/05(月・祝),"
														14:00","
横浜FC
","
1-1
","
鳥栖
","
														三ツ沢","
														3,815",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１０節第２日,05/05(月・祝),"
														14:04","
札幌
","
0-0
","
川崎Ｆ
","
														札幌厚別","
														12,190",北海道放送／スカイパーフェクＴＶ！
2003,Ｊ２ ,第１０節第２日,05/05(月・祝),"
														14:04","
新潟
","
2-2
","
水戸
","
														新潟ス","
														41,987",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１０節第２日,05/05(月・祝),"
														15:33","
甲府
","
1-2
","
山形
","
														小瀬","
														7,125",ＮＨＫ甲府／ＮＨＫ山形／スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１０節第２日,05/05(月・祝),"
														15:34","
福岡
","
0-2
","
広島
","
														博多球","
														8,283",ＮＨＫ福岡／スカイパーフェクＴＶ！／ＮＨＫ広島（録）
2003,Ｊ２ ,第１１節第１日,05/10(土),"
														14:00","
山形
","
1-0
","
水戸
","
														山形県","
														3,960",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１１節第１日,05/10(土),"
														14:00","
川崎Ｆ
","
1-1
","
横浜FC
","
														等々力","
														7,209",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１１節第１日,05/10(土),"
														14:04","
甲府
","
2-1
","
福岡
","
														小瀬","
														3,663",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１１節第１日,05/10(土),"
														15:04","
湘南
","
0-2
","
札幌
","
														平塚","
														5,599",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１１節第１日,05/10(土),"
														15:04","
広島
","
2-1
","
大宮
","
														広島ス","
														7,242",Ｊスカイスポーツ
2003,Ｊ２ ,第１１節第１日,05/10(土),"
														15:05","
鳥栖
","
0-1
","
新潟
","
														鳥栖","
														2,380",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１２節第１日,05/14(水),"
														19:00","
山形
","
0-2
","
湘南
","
														山形県","
														3,377",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１２節第１日,05/14(水),"
														19:00","
水戸
","
1-1
","
福岡
","
														ひたちな","
														1,990",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１２節第１日,05/14(水),"
														19:00","
鳥栖
","
1-1
","
甲府
","
														鳥栖","
														2,001",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１２節第１日,05/14(水),"
														19:04","
川崎Ｆ
","
1-0
","
広島
","
														等々力","
														4,143",Ｊスカイスポーツ
2003,Ｊ２ ,第１２節第１日,05/14(水),"
														19:04","
横浜FC
","
0-0
","
札幌
","
														三ツ沢","
														2,514",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１２節第１日,05/14(水),"
														19:04","
新潟
","
4-0
","
大宮
","
														新潟陸","
														14,741",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１３節第１日,05/17(土),"
														13:34","
札幌
","
1-0
","
山形
","
														札幌厚別","
														8,521",北海道文化放送／スカイパーフェクＴＶ！
2003,Ｊ２ ,第１３節第１日,05/17(土),"
														14:00","
甲府
","
0-2
","
水戸
","
														小瀬","
														4,070",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１３節第１日,05/17(土),"
														14:04","
福岡
","
1-2
","
新潟
","
														博多球","
														6,606",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１３節第１日,05/17(土),"
														15:00","
湘南
","
0-4
","
川崎Ｆ
","
														平塚","
														4,574",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１３節第１日,05/17(土),"
														15:04","
広島
","
2-1
","
鳥栖
","
														広島ビ","
														8,005",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１３節第２日,05/18(日),"
														14:00","
大宮
","
0-2
","
横浜FC
","
														大宮","
														5,018",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１４節第１日,05/24(土),"
														14:00","
川崎Ｆ
","
2-1
","
福岡
","
														等々力","
														4,269",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１４節第１日,05/24(土),"
														14:03","
山形
","
0-0
","
広島
","
														山形県","
														4,422",山形放送／スカイパーフェクＴＶ！
2003,Ｊ２ ,第１４節第１日,05/24(土),"
														14:04","
水戸
","
1-1
","
札幌
","
														水戸","
														4,072",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１４節第１日,05/24(土),"
														14:04","
新潟
","
2-1
","
横浜FC
","
														新潟陸","
														11,943",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１４節第１日,05/24(土),"
														15:00","
湘南
","
0-3
","
甲府
","
														平塚","
														4,292",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１４節第２日,05/25(日),"
														13:00","
鳥栖
","
3-2
","
大宮
","
														鳥栖","
														2,448",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１５節第１日,05/31(土),"
														14:00","
大宮
","
1-3
","
水戸
","
														大宮","
														1,357",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１５節第１日,05/31(土),"
														14:01","
甲府
","
0-2
","
川崎Ｆ
","
														小瀬","
														2,382",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１５節第１日,05/31(土),"
														14:01","
福岡
","
5-2
","
鳥栖
","
														博多球","
														5,538",テレビ西日本（録）／スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１５節第１日,05/31(土),"
														14:04","
札幌
","
2-0
","
新潟
","
														札幌ド","
														14,248",北海道放送／スカイパーフェクＴＶ！
2003,Ｊ２ ,第１５節第１日,05/31(土),"
														15:04","
広島
","
0-0
","
湘南
","
														広島ビ","
														6,002",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１５節第２日,06/01(日),"
														14:04","
横浜FC
","
0-4
","
山形
","
														三ツ沢","
														2,870",Ｊスカイスポーツ
2003,Ｊ２ ,第１６節第１日,06/06(金),"
														19:04","
川崎Ｆ
","
1-0
","
札幌
","
														等々力","
														6,505",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１６節第２日,06/07(土),"
														14:00","
山形
","
1-0
","
甲府
","
														山形県","
														4,038",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１６節第２日,06/07(土),"
														14:04","
広島
","
3-1
","
福岡
","
														広島ス","
														5,901",ＮＨＫ広島／Ｊスカイスポーツ／ＮＨＫ福岡（録）
2003,Ｊ２ ,第１６節第２日,06/07(土),"
														14:05","
水戸
","
0-1
","
新潟
","
														笠松","
														5,168",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１６節第２日,06/07(土),"
														19:00","
湘南
","
0-0
","
大宮
","
														平塚","
														4,932",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１６節第３日,06/08(日),"
														13:01","
鳥栖
","
5-2
","
横浜FC
","
														鳥栖","
														2,910",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１７節第１日,06/14(土),"
														14:00","
水戸
","
0-2
","
山形
","
														水戸","
														2,851",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１７節第１日,06/14(土),"
														14:00","
横浜FC
","
0-4
","
川崎Ｆ
","
														三ツ沢","
														4,222",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１７節第１日,06/14(土),"
														14:00","
福岡
","
1-2
","
甲府
","
														博多球","
														5,106",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１７節第１日,06/14(土),"
														14:03","
札幌
","
1-1
","
湘南
","
														札幌厚別","
														8,086",ＮＨＫ札幌／スカイパーフェクＴＶ！
2003,Ｊ２ ,第１７節第１日,06/14(土),"
														14:04","
大宮
","
1-1
","
広島
","
														大宮","
														4,714",Ｊスカイスポーツ
2003,Ｊ２ ,第１７節第１日,06/14(土),"
														14:04","
新潟
","
2-1
","
鳥栖
","
														新潟ス","
														35,460",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１８節第１日,06/18(水),"
														19:00","
山形
","
0-0
","
福岡
","
														山形県","
														3,704",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１８節第１日,06/18(水),"
														19:00","
湘南
","
1-1
","
横浜FC
","
														平塚","
														3,369",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１８節第１日,06/18(水),"
														19:00","
甲府
","
1-2
","
大宮
","
														小瀬","
														3,424",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１８節第１日,06/18(水),"
														19:00","
鳥栖
","
0-0
","
水戸
","
														鳥栖","
														1,585",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１８節第１日,06/18(水),"
														19:04","
川崎Ｆ
","
0-4
","
新潟
","
														等々力","
														6,079",Ｊスカイスポーツ
2003,Ｊ２ ,第１８節第１日,06/18(水),"
														19:04","
広島
","
1-1
","
札幌
","
														広島ス","
														3,932",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１９節第１日,06/21(土),"
														14:00","
大宮
","
2-1
","
福岡
","
														大宮","
														3,006",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第１９節第１日,06/21(土),"
														14:04","
横浜FC
","
0-1
","
広島
","
														三ツ沢","
														3,174",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１９節第１日,06/21(土),"
														15:04","
札幌
","
3-3
","
甲府
","
														札幌ド","
														13,177",スカイパーフェクＴＶ！
2003,Ｊ２ ,第１９節第１日,06/21(土),"
														19:04","
新潟
","
1-0
","
湘南
","
														新潟ス","
														41,386",Ｊスカイスポーツ
2003,Ｊ２ ,第１９節第２日,06/22(日),"
														13:00","
鳥栖
","
1-3
","
山形
","
														鳥栖","
														2,629",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第１９節第２日,06/22(日),"
														16:01","
水戸
","
0-1
","
川崎Ｆ
","
														笠松","
														3,663",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２０節第１日,06/28(土),"
														18:30","
大宮
","
0-2
","
山形
","
														大宮","
														3,681",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２０節第１日,06/28(土),"
														18:30","
甲府
","
1-1
","
横浜FC
","
														小瀬","
														6,591",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２０節第１日,06/28(土),"
														18:34","
広島
","
0-0
","
新潟
","
														広島ビ","
														12,814",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２０節第１日,06/28(土),"
														19:00","
川崎Ｆ
","
6-3
","
鳥栖
","
														等々力","
														7,973",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２０節第１日,06/28(土),"
														19:00","
湘南
","
1-0
","
水戸
","
														平塚","
														4,113",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２０節第１日,06/28(土),"
														19:04","
福岡
","
0-0
","
札幌
","
														博多球","
														6,300",Ｊスカイスポーツ
2003,Ｊ２ ,第２１節第１日,07/02(水),"
														19:00","
山形
","
2-2
","
川崎Ｆ
","
														山形県","
														4,231",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２１節第１日,07/02(水),"
														19:00","
横浜FC
","
1-1
","
福岡
","
														三ツ沢","
														1,978",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２１節第１日,07/02(水),"
														19:00","
鳥栖
","
0-0
","
湘南
","
														鳥栖","
														1,872",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２１節第１日,07/02(水),"
														19:04","
札幌
","
6-2
","
大宮
","
														札幌ド","
														10,209",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２１節第１日,07/02(水),"
														19:04","
水戸
","
0-1
","
広島
","
														笠松","
														2,505",Ｊスカイスポーツ
2003,Ｊ２ ,第２１節第１日,07/02(水),"
														19:04","
新潟
","
0-0
","
甲府
","
														新潟ス","
														29,846",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２２節第１日,07/05(土),"
														13:05","
札幌
","
3-0
","
鳥栖
","
														札幌厚別","
														8,041",テレビ北海道／スカイパーフェクＴＶ！
2003,Ｊ２ ,第２２節第１日,07/05(土),"
														18:34","
甲府
","
1-0
","
広島
","
														小瀬","
														7,247",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２２節第１日,07/05(土),"
														19:00","
横浜FC
","
1-2
","
水戸
","
														三ツ沢","
														2,553",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２２節第１日,07/05(土),"
														19:00","
福岡
","
2-0
","
湘南
","
														博多球","
														8,096",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２２節第１日,07/05(土),"
														19:04","
新潟
","
1-1
","
山形
","
														新潟ス","
														40,948",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２２節第２日,07/06(日),"
														18:31","
大宮
","
1-0
","
川崎Ｆ
","
														大宮","
														3,791",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２３節第１日,07/19(土),"
														18:00","
山形
","
0-0
","
水戸
","
														山形県","
														3,296",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２３節第１日,07/19(土),"
														18:30","
甲府
","
0-0
","
福岡
","
														小瀬","
														5,091",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２３節第１日,07/19(土),"
														19:00","
川崎Ｆ
","
3-3
","
横浜FC
","
														等々力","
														6,138",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２３節第１日,07/19(土),"
														19:00","
広島
","
1-2
","
大宮
","
														広島ス","
														6,026",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２３節第１日,07/19(土),"
														19:01","
鳥栖
","
0-1
","
新潟
","
														鳥栖","
														3,381",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２３節第１日,07/19(土),"
														19:04","
湘南
","
0-2
","
札幌
","
														平塚","
														6,016",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２４節第１日,07/26(土),"
														18:01","
水戸
","
1-2
","
甲府
","
														笠松","
														2,429",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２４節第１日,07/26(土),"
														18:04","
山形
","
2-1
","
札幌
","
														山形県","
														3,882",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２４節第１日,07/26(土),"
														19:00","
川崎Ｆ
","
2-1
","
湘南
","
														等々力","
														5,017",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２４節第１日,07/26(土),"
														19:01","
新潟
","
3-2
","
福岡
","
														新潟ス","
														34,571",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２４節第１日,07/26(土),"
														19:04","
鳥栖
","
2-2
","
広島
","
														鳥栖","
														4,603",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２４節第１日,07/26(土),"
														19:05","
横浜FC
","
0-3
","
大宮
","
														三ツ沢","
														3,391",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２５節第１日,07/30(水),"
														19:00","
甲府
","
2-0
","
鳥栖
","
														小瀬","
														5,229",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２５節第１日,07/30(水),"
														19:00","
福岡
","
1-0
","
水戸
","
														博多球","
														6,408",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２５節第１日,07/30(水),"
														19:01","
湘南
","
3-0
","
山形
","
														平塚","
														3,135",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２５節第１日,07/30(水),"
														19:04","
札幌
","
2-2
","
横浜FC
","
														札幌厚別","
														8,578",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２５節第１日,07/30(水),"
														19:04","
大宮
","
0-2
","
新潟
","
														大宮","
														4,787",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２５節第１日,07/30(水),"
														19:04","
広島
","
1-1
","
川崎Ｆ
","
														広島ス","
														5,570",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２６節第１日,08/02(土),"
														19:00","
鳥栖
","
0-2
","
福岡
","
														鳥栖","
														5,756",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２６節第１日,08/02(土),"
														19:03","
湘南
","
1-0
","
広島
","
														平塚","
														5,237",スカイパーフェクＴＶ！／Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２６節第１日,08/02(土),"
														19:04","
水戸
","
1-2
","
大宮
","
														笠松","
														2,593",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２６節第１日,08/02(土),"
														19:04","
新潟
","
5-1
","
札幌
","
														新潟ス","
														31,665",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２６節第２日,08/03(日),"
														18:00","
山形
","
1-2
","
横浜FC
","
														山形県","
														5,131",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２６節第２日,08/03(日),"
														19:00","
川崎Ｆ
","
4-1
","
甲府
","
														等々力","
														6,184",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２７節第１日,08/10(日),"
														14:03","
札幌
","
1-1
","
川崎Ｆ
","
														札幌ド","
														18,087",札幌テレビ／Ｊスカイスポーツ
2003,Ｊ２ ,第２７節第１日,08/10(日),"
														18:30","
甲府
","
2-1
","
山形
","
														小瀬","
														5,518",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２７節第１日,08/10(日),"
														18:31","
大宮
","
2-2
","
湘南
","
														大宮","
														5,072",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２７節第１日,08/10(日),"
														19:00","
横浜FC
","
3-1
","
鳥栖
","
														三ツ沢","
														3,074",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２７節第１日,08/10(日),"
														19:04","
新潟
","
0-0
","
水戸
","
														新潟ス","
														39,732",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２７節第１日,08/10(日),"
														19:04","
福岡
","
3-1
","
広島
","
														博多球","
														12,578",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２８節第１日,08/16(土),"
														18:00","
山形
","
1-1
","
鳥栖
","
														山形県","
														4,430",スカイパーフェクＴＶ！（録）
2003,Ｊ２ ,第２８節第１日,08/16(土),"
														18:34","
甲府
","
1-1
","
札幌
","
														小瀬","
														5,330",スカイパーフェクＴＶ！
2003,Ｊ２ ,第２８節第１日,08/16(土),"
														19:00","
湘南
","
0-0
","
新潟
","
														平塚","
														5,178",Ｊスカイスポーツ（録）
2003,Ｊ２ ,第２８節第１日,08/16(土),"
														19:00","
福岡
","
5-3
","
大宮
","
														博多球","
														7,328",スカイパーフェクＴＶ！（録）
